expediente_id,municipio,tipo_proceso,despacho,anio_radicacion,ivf_score,carga_despacho,n_audiencias,apelacion,duracion_dias,terminado,tipo_proceso_enc,despacho_enc,duracion_estimada,p75_duracion,riesgo
CAL-01587,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,1,1,663,1,1,9,629,620.5,Medio
CAL-01929,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2022,70.0,1.1,9,1,721,1,0,1,629,622.75,Medio
CAL-01979,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2023,70.0,1.1,7,1,545,0,0,1,629,622.75,Medio
CAL-03261,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2022,70.0,1.1,9,1,679,1,0,1,629,622.75,Medio
CAL-03441,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2024,70.0,1.1,7,1,707,1,0,1,629,622.75,Medio
CAL-05144,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia_Cali,2024,70.0,1.25,3,1,572,0,1,0,629,627.0,Medio
CAL-05366,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia_Cali,2024,70.0,1.25,3,1,711,1,1,0,629,627.0,Medio
CAL-05670,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia_Cali,2024,70.0,1.25,3,1,719,1,1,0,629,627.0,Medio
CAL-06123,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2023,70.0,1.1,7,1,639,1,0,1,629,622.75,Medio
CAL-06406,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia_Cali,2023,70.0,1.25,3,1,715,1,1,0,629,627.0,Medio
CAL-06746,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,1,1,639,1,1,9,629,620.5,Medio
CAL-06768,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2024,70.0,1.1,7,1,666,1,0,1,629,622.75,Medio
CAL-07653,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia_Cali,2024,70.0,1.25,3,1,679,1,1,0,629,627.0,Medio
CAL-08617,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia_Cali,2023,70.0,1.25,3,1,488,0,1,0,629,627.0,Medio
CAL-08753,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia_Cali,2024,70.0,1.25,3,1,717,1,1,0,629,627.0,Medio
CAL-08822,CALI,VIF,Comisaria_3_Familia_Cali,2023,70.0,0.9,13,1,597,1,3,2,629,441.0,Medio
CAL-09724,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2023,70.0,1.1,7,1,687,1,0,1,629,622.75,Medio
CAL-09785,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,2,1,688,1,1,9,629,620.5,Medio
CAL-00179,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2022,70.0,1.45,12,0,636,1,0,3,628,622.0,Medio
CAL-01049,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2022,70.0,1.1,5,1,653,1,0,6,628,624.0,Medio
CAL-01640,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,4,1,687,1,1,9,628,620.5,Medio
CAL-01965,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2022,70.0,1.1,5,1,685,1,0,6,628,624.0,Medio
CAL-02252,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2023,70.0,1.1,8,1,664,1,0,1,628,622.75,Medio
CAL-03621,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,4,1,710,1,1,9,628,620.5,Medio
CAL-04453,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,4,1,604,0,1,9,628,620.5,Medio
CAL-04460,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,4,1,693,1,1,9,628,620.5,Medio
CAL-04553,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2022,70.0,1.1,5,1,689,1,0,6,628,624.0,Medio
CAL-04852,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2022,70.0,1.1,5,1,651,1,0,6,628,624.0,Medio
CAL-05884,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2022,70.0,1.45,7,1,686,1,2,3,628,558.75,Medio
CAL-07264,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2022,70.0,1.1,5,1,642,1,0,6,628,624.0,Medio
CAL-07416,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2022,70.0,1.1,5,1,623,1,0,6,628,624.0,Medio
CAL-08238,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2024,70.0,1.1,8,1,680,1,0,1,628,622.75,Medio
CAL-08277,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,4,1,706,1,1,9,628,620.5,Medio
CAL-08545,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2022,70.0,1.1,5,1,650,1,0,6,628,624.0,Medio
CAL-08576,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2024,70.0,1.1,8,1,711,1,0,1,628,622.75,Medio
CAL-08646,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,4,1,388,0,1,9,628,620.5,Medio
CAL-00289,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,11,1,705,1,3,4,627,506.0,Medio
CAL-03014,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2023,70.0,1.1,8,1,656,1,0,6,627,624.0,Medio
CAL-03639,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2023,70.0,1.1,8,1,675,1,0,6,627,624.0,Medio
CAL-04808,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2024,70.0,1.1,8,1,465,0,0,6,627,624.0,Medio
CAL-05562,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2023,70.0,1.1,8,1,704,1,0,6,627,624.0,Medio
CAL-06964,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2024,70.0,1.1,8,1,685,1,0,6,627,624.0,Medio
CAL-07220,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,11,1,656,1,3,4,627,506.0,Medio
CAL-08726,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2023,70.0,1.1,8,1,680,1,0,6,627,624.0,Medio
CAL-09147,CALI,VIF,Juzgado_3_Familia_Cali,2024,70.0,1.2,12,1,649,1,3,5,627,514.0,Medio
CAL-01446,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2022,70.0,0.95,7,1,661,1,1,7,626,607.0,Medio
CAL-02744,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2022,70.0,1.1,8,1,693,1,0,1,625,622.75,Medio
CAL-05368,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2022,70.0,0.95,6,1,644,1,1,7,625,607.0,Medio
CAL-05645,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2022,70.0,1.1,7,1,654,1,0,1,625,622.75,Medio
CAL-05997,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2022,70.0,1.1,7,1,705,1,0,1,625,622.75,Medio
CAL-06317,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2022,70.0,1.1,7,1,667,1,0,1,625,622.75,Medio
CAL-06844,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2022,70.0,0.95,6,1,665,1,1,7,625,607.0,Medio
CAL-08250,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2022,70.0,1.1,8,1,372,0,0,1,625,622.75,Medio
CAL-00925,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,676,1,1,7,624,607.0,Medio
CAL-01956,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2023,70.0,0.95,6,1,674,1,1,7,624,607.0,Medio
CAL-03730,CALI,VIF,Juzgado_1_Familia_Cali,2022,70.0,1.45,17,1,561,0,3,3,624,525.5,Medio
CAL-05839,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,658,1,1,7,624,607.0,Medio
CAL-00102,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2020,70.0,1.45,18,0,677,1,0,3,623,622.0,Medio
CAL-02133,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2024,70.0,1.1,6,1,637,1,0,1,623,622.75,Medio
CAL-02223,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2024,70.0,1.1,6,1,672,1,0,1,623,622.75,Medio
CAL-02748,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,10,1,654,1,2,9,623,579.75,Medio
CAL-04556,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2024,70.0,1.1,6,1,667,1,0,1,623,622.75,Medio
CAL-04773,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2023,70.0,1.1,6,1,680,1,0,1,623,622.75,Medio
CAL-05404,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2023,70.0,0.95,9,1,632,1,0,7,623,594.0,Medio
CAL-06164,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2023,70.0,0.95,9,1,679,1,0,7,623,594.0,Medio
CAL-07125,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,9,1,647,1,0,7,623,594.0,Medio
CAL-07754,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2020,70.0,1.45,2,1,684,1,0,3,623,622.0,Medio
CAL-09191,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2023,70.0,0.95,9,1,664,1,0,7,623,594.0,Medio
CAL-01594,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2024,70.0,0.9,10,1,646,1,1,2,622,570.0,Medio
CAL-02771,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,10,1,689,1,1,2,622,570.0,Medio
CAL-04583,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,10,1,665,1,1,2,622,570.0,Medio
CAL-05288,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2024,70.0,1.45,8,1,684,1,2,3,622,558.75,Medio
CAL-08925,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2024,70.0,1.45,8,1,700,1,2,3,622,558.75,Medio
CAL-08930,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2024,70.0,1.45,8,1,486,0,2,3,622,558.75,Medio
CAL-09555,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2020,70.0,1.15,4,1,673,1,1,9,622,620.5,Medio
CAL-00318,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2023,70.0,0.95,8,1,639,1,0,7,621,594.0,Medio
CAL-01086,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,4,1,681,1,1,9,621,620.5,Medio
CAL-01215,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,13,1,701,1,0,7,621,594.0,Medio
CAL-02187,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,8,1,404,0,0,7,621,594.0,Medio
CAL-02783,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2023,70.0,0.95,8,1,658,1,0,7,621,594.0,Medio
CAL-02860,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,8,1,652,1,0,7,621,594.0,Medio
CAL-04225,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,8,1,560,0,0,7,621,594.0,Medio
CAL-05519,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,8,1,626,1,0,7,621,594.0,Medio
CAL-06912,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2021,70.0,0.9,10,1,655,1,1,2,621,570.0,Medio
CAL-08255,CALI,SUSTANCIAS,Juzgado_2_Familia_Cali,2021,70.0,1.3,8,1,633,1,2,4,621,526.5,Medio
CAL-08715,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,8,1,661,1,0,7,621,594.0,Medio
CAL-09552,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2020,70.0,1.15,6,1,697,1,1,9,621,620.5,Medio
CAL-02571,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,12,1,695,1,1,2,620,570.0,Medio
CAL-01751,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2022,70.0,0.95,13,1,678,1,0,7,619,594.0,Medio
CAL-04011,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2024,70.0,0.9,9,1,640,1,0,2,619,582.0,Medio
CAL-08948,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2022,70.0,0.95,13,1,677,1,0,7,619,594.0,Medio
CAL-09989,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2024,70.0,0.9,9,1,640,1,0,2,619,582.0,Medio
CAL-00405,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,7,1,654,1,0,7,618,594.0,Medio
CAL-01134,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,10,1,653,1,3,9,618,483.0,Medio
CAL-01412,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,7,1,549,0,0,7,618,594.0,Medio
CAL-03420,CALI,VIF,Juzgado_1_Familia_Cali,2021,70.0,1.45,9,1,676,1,3,3,618,525.5,Medio
CAL-05500,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2023,70.0,0.95,7,1,640,1,0,7,618,594.0,Medio
CAL-08680,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2023,70.0,0.95,7,1,673,1,0,7,618,594.0,Medio
CAL-01526,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2024,70.0,0.95,10,1,707,1,1,7,617,607.0,Medio
CAL-05957,CALI,VIF,Comisaria_2_Familia_Cali,2024,70.0,1.1,10,1,627,1,3,1,617,482.0,Medio
CAL-08508,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2023,70.0,0.95,10,1,716,1,1,7,617,607.0,Medio
CAL-00939,CALI,VIF,Juzgado_1_Familia_Cali,2021,70.0,1.45,8,1,662,1,3,3,616,525.5,Medio
CAL-03313,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2021,70.0,0.95,6,1,637,1,1,7,616,607.0,Medio
CAL-00879,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2023,70.0,0.95,3,1,655,1,1,7,614,607.0,Medio
CAL-01806,CALI,VIF,Juzgado_4_Familia_Cali,2023,70.0,1.1,15,1,662,1,3,6,614,471.5,Medio
CAL-02706,CALI,VIF,Juzgado_2_Familia_Cali,2021,70.0,1.3,9,1,638,1,3,4,614,506.0,Medio
CAL-02834,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2024,70.0,0.95,3,1,641,1,1,7,614,607.0,Medio
CAL-03329,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2024,70.0,0.95,3,1,287,0,1,7,614,607.0,Medio
CAL-04782,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2022,70.0,0.95,3,1,645,1,1,7,614,607.0,Medio
CAL-07120,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2024,70.0,0.95,3,1,633,1,1,7,614,607.0,Medio
CAL-00078,CALI,VIF,Juzgado_4_Familia_Cali,2023,70.0,1.1,11,1,641,1,3,6,613,471.5,Medio
CAL-00176,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2023,70.0,0.95,2,1,618,1,1,7,613,607.0,Medio
CAL-00560,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2024,70.0,0.95,2,1,675,1,1,7,613,607.0,Medio
CAL-00894,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2024,70.0,0.95,2,1,417,0,1,7,613,607.0,Medio
CAL-02896,CALI,VIF,Juzgado_4_Familia_Cali,2023,70.0,1.1,11,1,651,1,3,6,613,471.5,Medio
CAL-03638,CALI,VIF,Juzgado_3_Familia_Cali,2024,70.0,1.2,13,1,667,1,3,5,613,514.0,Medio
CAL-04632,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2023,70.0,0.95,2,1,634,1,1,7,613,607.0,Medio
CAL-05563,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2024,70.0,0.95,2,1,637,1,1,7,613,607.0,Medio
CAL-09578,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2024,70.0,0.95,2,1,601,1,1,7,613,607.0,Medio
CAL-00917,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,5,1,646,1,2,8,612,542.0,Medio
CAL-01728,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2022,70.0,0.95,7,1,624,1,0,7,612,594.0,Medio
CAL-02175,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,10,1,645,1,2,9,612,579.75,Medio
CAL-02813,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2021,70.0,0.9,9,1,625,1,0,2,612,582.0,Medio
CAL-03534,CALI,VIF,Juzgado_4_Familia_Cali,2022,70.0,1.1,12,1,628,1,3,6,612,471.5,Medio
CAL-03923,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2021,70.0,0.9,9,1,618,1,0,2,612,582.0,Medio
CAL-04215,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,10,1,623,1,3,9,612,483.0,Medio
CAL-04516,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2021,70.0,0.95,8,1,663,1,0,7,612,594.0,Medio
CAL-08273,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2021,70.0,0.9,9,1,617,1,0,2,612,582.0,Medio
CAL-08368,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,5,1,674,1,2,8,612,542.0,Medio
CAL-09114,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,10,1,500,0,3,9,612,483.0,Medio
CAL-00087,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2021,70.0,0.95,7,1,603,1,0,7,611,594.0,Medio
CAL-03931,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,3,1,626,1,2,8,611,542.0,Medio
CAL-04863,CALI,VIF,Comisaria_1_Familia_Cali,2024,70.0,1.25,11,1,403,0,3,0,611,486.0,Medio
CAL-07061,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2021,70.0,0.95,7,1,664,1,0,7,611,594.0,Medio
CAL-07342,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2021,70.0,0.95,7,1,662,1,0,7,611,594.0,Medio
CAL-00488,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2023,70.0,1.45,3,1,516,0,2,3,610,558.75,Medio
CAL-01010,CALI,SUSTANCIAS,Juzgado_2_Familia_Cali,2022,70.0,1.3,9,1,700,1,2,4,610,526.5,Medio
CAL-03512,CALI,VIF,Comisaria_3_Familia_Cali,2024,70.0,0.9,11,1,605,1,3,2,610,441.0,Medio
CAL-03805,CALI,VIF,Comisaria_3_Familia_Cali,2023,70.0,0.9,11,1,592,1,3,2,610,441.0,Medio
CAL-08069,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2024,70.0,1.45,3,1,669,1,2,3,610,558.75,Medio
CAL-08498,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2023,70.0,1.45,3,1,671,1,2,3,610,558.75,Medio
CAL-01309,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2023,70.0,1.25,3,1,606,1,2,0,609,559.5,Medio
CAL-01451,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2023,70.0,1.25,3,1,601,1,2,0,609,559.5,Medio
CAL-03064,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2024,70.0,1.25,3,1,652,1,2,0,609,559.5,Medio
CAL-04105,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2021,70.0,0.9,18,1,678,1,0,2,609,582.0,Medio
CAL-05630,CALI,VIF,Juzgado_1_Familia_Cali,2020,70.0,1.45,4,1,650,1,3,3,609,525.5,Medio
CAL-07276,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2024,70.0,1.25,5,1,655,1,2,0,609,559.5,Medio
CAL-08372,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2020,70.0,0.95,8,1,606,1,0,7,609,594.0,Medio
CAL-00636,CALI,VIF,Juzgado_3_Familia_Cali,2024,70.0,1.2,14,1,716,1,3,5,608,514.0,Medio
CAL-01392,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2020,70.0,0.95,7,1,625,1,0,7,608,594.0,Medio
CAL-03118,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2021,70.0,0.95,4,1,635,1,1,7,608,607.0,Medio
CAL-03179,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2024,70.0,1.1,7,1,646,1,2,6,608,498.5,Medio
CAL-03207,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2020,70.0,0.95,7,1,610,1,0,7,608,594.0,Medio
CAL-04199,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2020,70.0,1.15,12,1,666,1,2,9,608,579.75,Medio
CAL-05200,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2024,70.0,1.1,7,1,634,1,2,6,608,498.5,Medio
CAL-05854,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,7,1,685,1,2,8,608,542.0,Medio
CAL-07644,CALI,VIF,Juzgado_2_Familia_Cali,2021,70.0,1.3,8,1,622,1,3,4,608,506.0,Medio
CAL-00558,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,4,1,616,1,2,8,607,542.0,Medio
CAL-00597,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,634,1,0,7,607,594.0,Medio
CAL-01161,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,618,1,0,7,607,594.0,Medio
CAL-02088,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,614,1,0,7,607,594.0,Medio
CAL-03952,CALI,VIF,Comisaria_2_Familia_Cali,2024,70.0,1.1,16,1,673,1,3,1,607,482.0,Medio
CAL-04073,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,681,1,0,7,607,594.0,Medio
CAL-04235,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,340,0,0,7,607,594.0,Medio
CAL-05503,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2021,70.0,0.95,9,1,490,0,0,7,607,594.0,Medio
CAL-05589,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,616,1,0,7,607,594.0,Medio
CAL-06243,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2021,70.0,0.95,9,1,545,0,0,7,607,594.0,Medio
CAL-06966,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,621,1,0,7,607,594.0,Medio
CAL-07277,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,622,1,0,7,607,594.0,Medio
CAL-07440,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,633,1,0,7,607,594.0,Medio
CAL-08084,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,594,1,0,7,607,594.0,Medio
CAL-08441,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2023,70.0,0.95,6,1,630,1,0,7,607,594.0,Medio
CAL-09846,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2023,70.0,0.95,6,1,595,1,0,7,607,594.0,Medio
CAL-09865,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,623,1,0,7,607,594.0,Medio
CAL-00844,CALI,VIF,Juzgado_5_Familia_Cali,2024,70.0,0.95,15,1,658,1,3,7,606,431.75,Medio
CAL-03124,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,12,1,328,0,0,7,606,594.0,Medio
CAL-05441,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2023,70.0,0.95,12,1,671,1,0,7,606,594.0,Medio
CAL-07393,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,12,1,702,1,0,7,606,594.0,Medio
CAL-01122,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,3,1,614,1,1,2,605,570.0,Medio
CAL-01491,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2020,70.0,0.95,9,1,635,1,0,7,605,594.0,Medio
CAL-01888,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2022,70.0,0.95,6,1,639,1,0,7,605,594.0,Medio
CAL-02242,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,3,1,593,1,1,2,605,570.0,Medio
CAL-02686,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2022,70.0,0.95,8,1,637,1,0,7,605,594.0,Medio
CAL-04854,CALI,VIF,Comisaria_2_Familia_Cali,2022,70.0,1.1,15,1,647,1,3,1,605,482.0,Medio
CAL-05237,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,3,1,640,1,1,2,605,570.0,Medio
CAL-06139,CALI,SUSTANCIAS,Juzgado_5_Familia_Cali,2024,70.0,0.95,14,1,418,0,2,7,605,518.5,Medio
CAL-07292,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,3,1,636,1,1,2,605,570.0,Medio
CAL-07523,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2022,70.0,0.95,6,1,632,1,0,7,605,594.0,Medio
CAL-08036,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,2,1,644,1,2,8,605,542.0,Medio
CAL-08267,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2022,70.0,0.95,8,1,439,0,0,7,605,594.0,Medio
CAL-08706,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,7,1,626,1,2,9,605,579.75,Medio
CAL-09439,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,7,1,623,1,2,9,605,579.75,Medio
CAL-09717,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,7,1,637,1,2,9,605,579.75,Medio
CAL-02911,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2020,70.0,0.95,6,1,630,1,0,7,604,594.0,Medio
CAL-04044,CALI,VIF,Juzgado_1_Familia_Cali,2024,70.0,1.45,7,1,664,1,3,3,604,525.5,Medio
CAL-04560,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,2,1,657,1,2,8,604,542.0,Medio
