expediente_id,municipio,tipo_proceso,despacho,anio_radicacion,ivf_score,carga_despacho,n_audiencias,apelacion,duracion_dias,terminado
CAL-02830,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2024,70.0,1.1,9,0,367,0
CAL-02831,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2020,70.0,1.2,9,1,707,1
CAL-02832,CALI,SUSTANCIAS,Comisaria_3_Familia_Cali,2022,70.0,0.9,4,0,367,1
CAL-02833,CALI,VIF,Juzgado_1_Familia_Cali,2021,70.0,1.45,5,0,508,1
CAL-02834,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2024,70.0,0.95,3,1,641,1
CAL-02835,CALI,VIF,Comisaria_1_Familia_Cali,2022,70.0,1.25,4,0,444,1
CAL-02836,CALI,VIF,Comisaria_2_Familia_Cali,2023,70.0,1.1,7,0,441,1
CAL-02837,CALI,VIF,Juzgado_4_Familia_Cali,2022,70.0,1.1,11,0,483,1
CAL-02838,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2024,70.0,1.25,9,0,520,1
CAL-02839,CALI,SUSTANCIAS,Comisaria_3_Familia_Cali,2023,70.0,0.9,4,0,363,1
CAL-02840,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2022,70.0,1.1,2,0,407,1
CAL-02841,CALI,VIF,Comisaria_1_Familia_Cali,2024,70.0,1.25,1,0,209,0
CAL-02842,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia_Cali,2022,70.0,1.25,9,0,519,0
CAL-02843,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2024,70.0,1.1,14,0,560,1
CAL-02844,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia_Cali,2023,70.0,1.3,3,1,422,0
CAL-02845,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2022,70.0,1.25,2,0,490,1
CAL-02846,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2021,70.0,0.9,9,0,472,1
CAL-02847,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2021,70.0,1.2,3,0,488,1
CAL-02848,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2023,70.0,1.2,2,0,502,1
CAL-02849,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2022,70.0,1.25,1,1,642,1
CAL-02850,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2020,70.0,1.35,4,0,516,1
CAL-02851,CALI,VIF,Juzgado_4_Familia_Cali,2024,70.0,1.1,3,0,295,0
CAL-02852,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2020,70.0,1.1,2,0,466,1
CAL-02853,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia_Cali,2024,70.0,1.45,3,0,494,0
CAL-02854,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia_Cali,2024,70.0,1.45,2,0,630,1
CAL-02855,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2022,70.0,1.1,8,0,549,1
CAL-02856,CALI,VIF,Juzgado_4_Familia_Cali,2022,70.0,1.1,7,0,436,1
CAL-02857,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2023,70.0,1.2,7,0,553,1
CAL-02858,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,2,0,252,0
CAL-02859,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,3,0,447,1
CAL-02860,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,8,1,652,1
CAL-02861,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2021,70.0,0.95,2,1,609,1
CAL-02862,CALI,VIF,Juzgado_5_Familia_Cali,2021,70.0,0.95,4,0,381,1
CAL-02863,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,4,0,285,0
CAL-02864,CALI,VIF,Juzgado_3_Familia_Cali,2023,70.0,1.2,2,1,573,1
CAL-02865,CALI,VIF,Juzgado_1_Familia_Cali,2021,70.0,1.45,4,0,466,1
CAL-02866,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2020,70.0,1.15,9,0,455,1
CAL-02867,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2023,70.0,1.2,12,0,587,1
CAL-02868,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2023,70.0,1.1,4,1,662,1
CAL-02869,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2024,70.0,1.25,3,1,668,1
CAL-02870,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2024,70.0,1.3,4,1,727,1
CAL-02871,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2022,70.0,1.1,20,0,620,1
CAL-02872,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,10,0,483,1
CAL-02873,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia_Cali,2023,70.0,1.45,1,0,633,1
CAL-02874,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2023,70.0,1.1,5,0,230,0
CAL-02875,CALI,SUSTANCIAS,Comisaria_3_Familia_Cali,2023,70.0,0.9,1,0,358,1
CAL-02876,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,4,0,407,1
CAL-02877,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2024,70.0,1.1,1,1,598,1
CAL-02878,CALI,VIF,Juzgado_5_Familia_Cali,2024,70.0,0.95,9,0,436,1
CAL-02879,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2022,70.0,1.45,4,1,625,0
CAL-02880,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia_Cali,2023,70.0,1.3,1,1,468,0
CAL-02881,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,14,1,520,0
CAL-02882,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2023,70.0,1.1,4,0,432,1
CAL-02883,CALI,VIF,Comisaria_1_Familia_Cali,2024,70.0,1.25,1,1,585,1
CAL-02884,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2024,70.0,1.25,7,1,701,1
CAL-02885,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,2,0,551,1
CAL-02886,CALI,VIF,Juzgado_3_Familia_Cali,2023,70.0,1.2,6,1,592,1
CAL-02887,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2024,70.0,1.45,8,0,446,0
CAL-02888,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,6,1,720,1
CAL-02889,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,6,1,375,0
CAL-02890,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2020,70.0,1.15,2,0,393,1
CAL-02891,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2021,70.0,1.2,3,1,321,0
CAL-02892,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,5,0,492,1
CAL-02893,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia_Cali,2021,70.0,1.45,6,0,654,1
CAL-02894,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2023,70.0,1.1,1,0,475,1
CAL-02895,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2020,70.0,1.25,3,0,500,1
CAL-02896,CALI,VIF,Juzgado_4_Familia_Cali,2023,70.0,1.1,11,1,651,1
CAL-02897,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,8,0,542,1
CAL-02898,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2024,70.0,1.1,2,0,341,0
CAL-02899,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,4,0,462,1
CAL-02900,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,7,1,621,1
CAL-02901,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2022,70.0,1.2,3,0,483,1
CAL-02902,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,2,0,426,1
CAL-02903,CALI,VIF,Juzgado_2_Familia_Cali,2021,70.0,1.3,9,0,499,1
CAL-02904,CALI,SUSTANCIAS,Comisaria_3_Familia_Cali,2022,70.0,0.9,4,0,394,1
CAL-02905,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2024,70.0,1.45,5,0,353,0
CAL-02906,CALI,VIF,Juzgado_1_Familia_Cali,2021,70.0,1.45,3,0,448,1
CAL-02907,CALI,VIF,Comisaria_2_Familia_Cali,2024,70.0,1.1,8,1,620,1
CAL-02908,CALI,VIF,Juzgado_3_Familia_Cali,2024,70.0,1.2,9,0,476,1
CAL-02909,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia_Cali,2024,70.0,1.3,18,1,704,0
CAL-02910,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2021,70.0,1.2,1,0,505,1
CAL-02911,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2020,70.0,0.95,6,1,630,1
CAL-02912,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,4,1,596,1
CAL-02913,CALI,VIF,Comisaria_2_Familia_Cali,2021,70.0,1.1,6,0,425,1
CAL-02914,CALI,VIF,Comisaria_3_Familia_Cali,2024,70.0,0.9,12,0,468,1
CAL-02915,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2022,70.0,1.1,11,1,400,0
CAL-02916,CALI,VIF,Comisaria_2_Familia_Cali,2023,70.0,1.1,8,0,452,1
CAL-02917,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,4,0,264,0
CAL-02918,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,7,0,448,1
CAL-02919,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2024,70.0,1.45,5,1,387,0
CAL-02920,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,2,0,497,1
CAL-02921,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,4,0,434,1
CAL-02922,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2020,70.0,0.9,6,1,548,1
CAL-02923,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,10,0,512,1
CAL-02924,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia_Cali,2023,70.0,1.3,2,1,626,0
CAL-02925,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,7,0,495,1
CAL-02926,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia_Cali,2024,70.0,1.25,3,0,580,1
CAL-02927,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia_Cali,2023,70.0,1.1,9,1,352,0
CAL-02928,CALI,SUSTANCIAS,Juzgado_5_Familia_Cali,2022,70.0,0.95,3,1,562,1
CAL-02929,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,6,0,572,1
CAL-02930,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2021,70.0,1.45,3,0,570,1
CAL-02931,CALI,VIF,Juzgado_5_Familia_Cali,2023,70.0,0.95,4,0,374,1
CAL-02932,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,1,0,386,1
CAL-02933,CALI,VIF,Juzgado_5_Familia_Cali,2022,70.0,0.95,2,0,373,1
CAL-02934,CALI,SUSTANCIAS,Comisaria_3_Familia_Cali,2022,70.0,0.9,2,0,387,1
CAL-02935,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2021,70.0,1.3,6,0,275,0
CAL-02936,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2023,70.0,1.45,8,0,632,1
CAL-02937,CALI,VIF,Comisaria_3_Familia_Cali,2022,70.0,0.9,3,0,377,1
CAL-02938,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,6,0,452,1
CAL-02939,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,1,0,324,0
CAL-02940,CALI,VIF,Juzgado_4_Familia_Cali,2022,70.0,1.1,6,0,444,1
CAL-02941,CALI,VIF,Comisaria_3_Familia_Cali,2023,70.0,0.9,1,0,343,1
CAL-02942,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2021,70.0,1.3,8,0,590,1
CAL-02943,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2023,70.0,1.45,5,0,571,1
CAL-02944,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,1,0,374,1
CAL-02945,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,7,1,719,1
CAL-02946,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2022,70.0,1.25,7,0,572,1
CAL-02947,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2020,70.0,1.35,7,0,434,0
CAL-02948,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2021,70.0,1.1,2,0,478,1
CAL-02949,CALI,VIF,Comisaria_3_Familia_Cali,2023,70.0,0.9,3,1,526,1
CAL-02950,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,7,0,476,1
CAL-02951,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia_Cali,2024,70.0,1.1,5,0,284,0
CAL-02952,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2021,70.0,1.2,1,1,361,0
CAL-02953,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,7,0,537,1
CAL-02954,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2020,70.0,1.3,1,0,529,1
CAL-02955,CALI,VIF,Comisaria_1_Familia_Cali,2021,70.0,1.25,4,1,593,1
CAL-02956,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2020,70.0,1.15,1,1,620,1
CAL-02957,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,1,0,412,1
CAL-02958,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,6,0,422,1
CAL-02959,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2020,70.0,0.95,2,1,580,1
CAL-02960,CALI,VIF,Juzgado_5_Familia_Cali,2023,70.0,0.95,2,0,404,1
CAL-02961,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,2,0,566,1
CAL-02962,CALI,VIF,Juzgado_2_Familia_Cali,2021,70.0,1.3,2,0,429,1
CAL-02963,CALI,VIF,Juzgado_1_Familia_Cali,2022,70.0,1.45,5,0,244,0
CAL-02964,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,5,1,600,1
CAL-02965,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,9,0,484,1
CAL-02966,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,3,0,445,1
CAL-02967,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia_Cali,2023,70.0,1.1,1,1,441,0
CAL-02968,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2023,70.0,1.1,8,0,255,0
CAL-02969,CALI,VIF,Comisaria_3_Familia_Cali,2024,70.0,0.9,1,0,342,1
CAL-02970,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,5,0,517,1
CAL-02971,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2020,70.0,1.1,3,0,406,1
CAL-02972,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2024,70.0,1.1,1,0,426,1
CAL-02973,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,16,1,592,0
CAL-02974,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia_Cali,2023,70.0,1.1,4,0,562,1
CAL-02975,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2024,70.0,1.1,8,0,442,1
CAL-02976,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2021,70.0,1.1,3,1,647,1
CAL-02977,CALI,VIF,Juzgado_3_Familia_Cali,2024,70.0,1.2,3,0,422,1
CAL-02978,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2023,70.0,1.45,3,0,498,1
CAL-02979,CALI,VIF,Comisaria_1_Familia_Cali,2022,70.0,1.25,8,0,495,1
CAL-02980,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2022,70.0,1.1,1,1,555,1
CAL-02981,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,5,1,658,1
CAL-02982,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2020,70.0,1.1,6,0,510,1
CAL-02983,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,5,0,532,1
CAL-02984,CALI,HURTO_PATRIMONIAL,Juzgado_4_Familia_Cali,2024,70.0,1.1,6,0,539,1
CAL-02985,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2021,70.0,1.45,3,0,560,1
CAL-02986,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,4,1,655,0
CAL-02987,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2022,70.0,0.95,4,1,431,0
CAL-02988,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia_Cali,2021,70.0,1.1,5,0,568,1
CAL-02989,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2024,70.0,1.3,7,0,563,1
CAL-02990,CALI,VIF,Juzgado_1_Familia_Cali,2024,70.0,1.45,7,0,522,1
CAL-02991,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2024,70.0,1.25,7,1,703,1
CAL-02992,CALI,VIF,Juzgado_2_Familia_Cali,2022,70.0,1.3,4,0,453,1
CAL-02993,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2022,70.0,1.1,6,1,643,1
CAL-02994,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2023,70.0,0.9,3,0,423,1
CAL-02995,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,6,1,641,1
CAL-02996,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2022,70.0,1.45,6,1,683,1
CAL-02997,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,14,0,575,1
CAL-02998,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,2,0,464,1
CAL-02999,CALI,VIF,Juzgado_5_Familia_Cali,2024,70.0,0.95,2,1,535,1
CAL-03000,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,5,0,288,0
CAL-03001,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2020,70.0,1.15,4,1,599,1
CAL-03002,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia_Cali,2024,70.0,1.45,6,0,681,1
CAL-03003,CALI,VIF,Comisaria_3_Familia_Cali,2022,70.0,0.9,1,0,337,1
CAL-03004,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2020,70.0,1.35,2,1,606,1
CAL-03005,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,7,0,503,1
CAL-03006,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2022,70.0,1.3,8,0,598,1
CAL-03007,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,2,0,591,1
CAL-03008,CALI,VIF,Comisaria_1_Familia_Cali,2022,70.0,1.25,8,0,490,1
CAL-03009,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2024,70.0,1.1,7,0,533,1
CAL-03010,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2020,70.0,1.25,3,1,658,1
CAL-03011,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2024,70.0,1.1,2,0,471,1
CAL-03012,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,6,0,448,1
CAL-03013,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2020,70.0,0.9,8,0,482,1
CAL-03014,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2023,70.0,1.1,8,1,656,1
CAL-03015,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2024,70.0,1.2,1,0,532,1
CAL-03016,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2021,70.0,1.25,4,0,527,1
CAL-03017,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2022,70.0,1.25,6,0,508,1
CAL-03018,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2022,70.0,1.3,6,0,571,1
CAL-03019,CALI,VIF,Juzgado_4_Familia_Cali,2020,70.0,1.1,3,1,553,1
CAL-03020,CALI,SUSTANCIAS,Comisaria_3_Familia_Cali,2023,70.0,0.9,3,1,512,1
CAL-03021,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,1,1,670,1
CAL-03022,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2021,70.0,1.1,2,1,609,1
CAL-03023,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2024,70.0,1.1,10,1,718,1
CAL-03024,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,5,0,460,1
CAL-03025,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,1,0,544,1
CAL-03026,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2021,70.0,1.1,1,1,614,1
CAL-03027,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2020,70.0,1.3,3,0,535,1
CAL-03028,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,3,1,642,1
CAL-03029,CALI,VIF,Comisaria_1_Familia_Cali,2024,70.0,1.25,5,0,454,1
CAL-03030,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2024,70.0,1.1,3,0,462,1
CAL-03031,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2021,70.0,1.1,10,1,700,1
CAL-03032,CALI,SUSTANCIAS,Juzgado_5_Familia_Cali,2022,70.0,0.95,2,1,569,1
CAL-03033,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2021,70.0,1.1,1,1,608,1
CAL-03034,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,3,1,406,0
CAL-03035,CALI,VIF,Juzgado_5_Familia_Cali,2024,70.0,0.95,1,0,360,1
CAL-03036,CALI,HURTO_PATRIMONIAL,Juzgado_4_Familia_Cali,2020,70.0,1.1,4,0,357,0
CAL-03037,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,11,0,561,1
CAL-03038,CALI,VIF,Juzgado_4_Familia_Cali,2020,70.0,1.1,1,0,394,1
CAL-03039,CALI,SUSTANCIAS,Juzgado_3_Familia_Cali,2023,70.0,1.2,2,0,447,1
CAL-03040,CALI,VIF,Juzgado_2_Familia_Cali,2022,70.0,1.3,2,0,439,1
CAL-03041,CALI,VIF,Juzgado_5_Familia_Cali,2023,70.0,0.95,11,0,337,0
CAL-03042,CALI,SUSTANCIAS,Juzgado_2_Familia_Cali,2022,70.0,1.3,2,0,261,0
CAL-03043,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,4,0,559,1
CAL-03044,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2020,70.0,1.25,5,0,555,1
CAL-03045,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2023,70.0,0.95,7,0,394,0
CAL-03046,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia_Cali,2022,70.0,1.1,5,1,674,1
CAL-03047,CALI,VIF,Comisaria_3_Familia_Cali,2023,70.0,0.9,4,0,232,0
CAL-03048,CALI,VIF,Juzgado_5_Familia_Cali,2024,70.0,0.95,4,0,303,0
CAL-03049,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2024,70.0,1.25,7,0,416,0
CAL-03050,CALI,VIF,Juzgado_3_Familia_Cali,2022,70.0,1.2,8,1,597,1
CAL-03051,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia_Cali,2024,70.0,1.2,1,0,516,1
CAL-03052,CALI,VIF,Comisaria_2_Familia_Cali,2020,70.0,1.1,3,0,412,1
CAL-03053,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2023,70.0,1.1,4,1,612,1
CAL-03054,CALI,SUSTANCIAS,Juzgado_3_Familia_Cali,2024,70.0,1.2,8,0,491,1
CAL-03055,CALI,VIF,Juzgado_4_Familia_Cali,2022,70.0,1.1,1,0,394,1
CAL-03056,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2023,70.0,1.1,3,1,676,1
CAL-03057,CALI,VIF,Juzgado_3_Familia_Cali,2020,70.0,1.2,7,1,605,1
CAL-03058,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2023,70.0,1.1,1,1,625,1
CAL-03059,CALI,VIF,Juzgado_4_Familia_Cali,2023,70.0,1.1,4,0,416,1
CAL-03060,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2022,70.0,1.2,5,1,701,1
CAL-03061,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia_Cali,2024,70.0,1.3,3,0,380,0
CAL-03062,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,7,0,626,1
CAL-03063,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2024,70.0,1.1,3,0,424,0
CAL-03064,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2024,70.0,1.25,3,1,652,1
CAL-03065,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2021,70.0,1.1,3,0,442,1
CAL-03066,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,2,1,682,1
CAL-03067,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia_Cali,2023,70.0,1.2,2,0,548,1
CAL-03068,CALI,VIF,Juzgado_4_Familia_Cali,2021,70.0,1.1,11,0,474,1
CAL-03069,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2023,70.0,1.1,8,0,472,1
CAL-03070,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2024,70.0,1.45,4,1,570,0
CAL-03071,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,2,0,457,1
CAL-03072,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2023,70.0,1.2,3,0,535,1
CAL-03073,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2022,70.0,1.45,14,0,678,1
CAL-03074,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia_Cali,2024,70.0,1.1,7,0,404,0
CAL-03075,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2024,70.0,1.1,4,0,454,1
CAL-03076,CALI,HURTO_PATRIMONIAL,Juzgado_4_Familia_Cali,2021,70.0,1.1,4,1,691,1
CAL-03077,CALI,VIF,Juzgado_3_Familia_Cali,2022,70.0,1.2,8,1,628,1
CAL-03078,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2020,70.0,0.9,4,0,437,1
CAL-03079,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2024,70.0,1.25,1,1,692,1
CAL-03080,CALI,VIF,Juzgado_1_Familia_Cali,2021,70.0,1.45,2,0,438,1
