expediente_id,municipio,tipo_proceso,despacho,anio_radicacion,ivf_score,carga_despacho,n_audiencias,apelacion,duracion_dias,terminado,tipo_proceso_enc,municipio_enc,despacho_enc,duracion_estimada,p75_duracion,riesgo
EXP-00682,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,67,1.25,9,1,452,1,1,7,5,578,499.0,Medio
EXP-04001,JAMUNDI,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,67,1.25,9,1,611,1,0,7,5,578,433.0,Medio
EXP-03494,YUMBO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,62,1.05,9,1,548,1,1,12,6,577,409.5,Medio
EXP-00852,JAMUNDI,ALIMENTOS,Juzgado_1_Familia,2020,67,1.35,9,1,634,1,0,7,2,576,482.25,Medio
EXP-01474,TULUA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,71,1.2,9,1,502,1,1,11,3,576,542.5,Medio
EXP-02174,TULUA,ALIMENTOS,Comisaria_1_Familia,2022,71,1.1,9,1,585,1,0,11,0,576,412.5,Medio
EXP-03679,CARTAGO,HURTO_PATRIMONIAL,Comisaria_1_Familia,2021,58,1.1,9,1,582,1,1,3,0,576,440.0,Medio
EXP-04892,FLORIDA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,44,1.2,9,1,623,1,1,5,3,576,542.5,Medio
EXP-00802,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,82,1.2,9,1,635,1,1,1,3,575,542.5,Medio
EXP-02007,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_1_Familia,2020,53,1.1,9,1,634,1,0,6,0,574,412.5,Medio
EXP-01804,FLORIDA,ALIMENTOS,Juzgado_2_Familia,2021,44,1.2,9,1,505,1,0,5,3,573,410.0,Medio
EXP-00056,JAMUNDI,ALIMENTOS,Comisaria_1_Familia,2022,67,1.1,9,1,575,1,0,7,0,570,412.5,Medio
EXP-02881,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,53,1.25,9,1,590,1,1,6,5,569,499.0,Medio
EXP-04544,PALMIRA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2021,74,1.05,9,1,553,1,1,8,6,569,409.5,Medio
EXP-02319,ZARZAL,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,33,1.05,9,1,638,1,1,13,6,568,409.5,Medio
EXP-02545,CALI,ALIMENTOS,Comisaria_1_Familia,2023,82,1.1,9,1,645,1,0,1,0,568,412.5,Medio
EXP-02219,PRADERA,ALIMENTOS,Comisaria_1_Familia,2024,38,1.1,9,1,669,1,0,9,0,567,412.5,Medio
EXP-04100,PRADERA,ALIMENTOS,Comisaria_1_Familia,2024,38,1.1,9,1,512,1,0,9,0,567,412.5,Medio
EXP-04189,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,44,1.25,9,1,614,1,0,5,5,567,433.0,Medio
EXP-04029,YUMBO,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,62,1.25,9,1,461,1,0,12,5,566,433.0,Medio
EXP-02994,CALI,ALIMENTOS,Juzgado_2_Familia,2023,82,1.2,9,1,526,1,0,1,3,564,410.0,Medio
EXP-03965,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,89,1.05,9,1,583,1,0,0,6,564,378.75,Medio
EXP-04607,YUMBO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,62,1.2,12,0,583,1,1,12,3,564,542.5,Medio
EXP-03959,ZARZAL,ALIMENTOS,Juzgado_1_Familia,2020,33,1.35,9,1,550,1,0,13,2,563,482.25,Medio
EXP-02865,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,41,0.95,9,1,585,1,1,4,4,562,422.5,Medio
EXP-01036,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,67,0.95,9,1,572,1,1,7,4,561,422.5,Medio
EXP-02749,SEVILLA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,35,1.2,8,1,411,1,1,10,3,561,542.5,Medio
EXP-03256,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,48,1.35,9,1,674,1,1,2,2,561,550.0,Medio
EXP-04408,SEVILLA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,35,1.35,8,1,478,1,1,10,2,561,550.0,Medio
EXP-04411,SEVILLA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2023,35,1.1,8,1,578,1,1,10,0,558,440.0,Medio
EXP-00123,EL CERRITO,ALIMENTOS,Juzgado_2_Familia,2022,41,1.2,8,1,583,1,0,4,3,557,410.0,Medio
EXP-01958,FLORIDA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2020,44,1.25,9,1,546,1,1,5,5,557,499.0,Medio
EXP-01017,YUMBO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,62,1.35,12,0,557,1,1,12,2,556,550.0,Medio
EXP-02369,PALMIRA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,74,0.9,9,1,585,1,1,8,1,556,388.25,Medio
EXP-02773,CANDELARIA,ALIMENTOS,Juzgado_1_Familia,2022,48,1.35,9,1,498,1,0,2,2,556,482.25,Medio
EXP-03320,CANDELARIA,ALIMENTOS,Juzgado_1_Familia,2022,48,1.35,9,1,603,1,0,2,2,556,482.25,Medio
EXP-04110,SEVILLA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,35,1.05,8,1,652,1,1,10,6,556,409.5,Medio
EXP-00899,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_2_Familia,2022,53,1.2,9,1,541,1,0,6,3,555,410.0,Medio
EXP-04951,TULUA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,71,1.35,8,1,572,1,1,11,2,555,550.0,Medio
EXP-00179,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,74,1.25,8,1,506,1,0,8,5,554,433.0,Medio
EXP-03484,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,74,1.25,8,1,548,1,0,8,5,554,433.0,Medio
EXP-03937,CALI,ALIMENTOS,Juzgado_1_Familia,2022,82,1.35,9,1,450,1,0,1,2,554,482.25,Medio
EXP-01268,EL CERRITO,HURTO_PATRIMONIAL,Comisaria_1_Familia,2020,41,1.1,9,1,478,0,1,4,0,552,440.0,Medio
EXP-00018,CARTAGO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,58,1.35,8,1,599,1,1,3,2,551,550.0,Medio
EXP-00270,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,67,1.2,9,1,512,1,1,7,3,551,542.5,Medio
EXP-00685,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2021,82,1.25,13,0,523,1,1,1,5,551,499.0,Medio
EXP-03045,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,82,1.25,13,0,565,1,1,1,5,551,499.0,Medio
EXP-00090,TULUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,71,1.25,8,1,562,1,1,11,5,550,499.0,Medio
EXP-02559,TULUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,71,1.25,8,1,572,1,1,11,5,550,499.0,Medio
EXP-00134,PALMIRA,ALIMENTOS,Juzgado_2_Familia,2021,74,1.2,8,1,588,1,0,8,3,549,410.0,Medio
EXP-02598,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_1_Familia,2022,53,1.1,8,1,579,1,0,6,0,549,412.5,Medio
EXP-01991,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,67,1.05,9,1,489,1,1,7,6,548,409.5,Medio
EXP-00728,SEVILLA,ALIMENTOS,Juzgado_1_Familia,2024,35,1.35,12,0,578,1,0,10,2,547,482.25,Medio
EXP-02185,SEVILLA,ALIMENTOS,Comisaria_1_Familia,2022,35,1.1,8,1,586,1,0,10,0,547,412.5,Medio
EXP-04637,CANDELARIA,ALIMENTOS,Comisaria_1_Familia,2020,48,1.1,8,1,581,1,0,2,0,547,412.5,Medio
EXP-02512,YUMBO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,62,0.95,9,1,525,1,1,12,4,546,422.5,Medio
EXP-03833,YUMBO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2021,62,1.05,11,0,562,1,1,12,6,546,409.5,Medio
EXP-00952,CARTAGO,ALIMENTOS,Comisaria_1_Familia,2023,58,1.1,8,1,567,1,0,3,0,545,412.5,Medio
EXP-01660,CANDELARIA,ALIMENTOS,Juzgado_1_Familia,2024,48,1.35,9,1,551,1,0,2,2,545,482.25,Medio
EXP-02701,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_1_Familia,2024,53,1.1,8,1,522,1,0,6,0,545,412.5,Medio
EXP-02844,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_1_Familia,2024,53,1.1,8,1,568,1,0,6,0,545,412.5,Medio
EXP-00071,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,82,1.2,8,1,567,1,1,1,3,544,542.5,Medio
EXP-02086,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,82,1.2,12,0,544,1,1,1,3,544,542.5,Medio
EXP-03225,YUMBO,ALIMENTOS,Juzgado_1_Familia,2020,62,1.35,9,1,560,1,0,12,2,544,482.25,Medio
EXP-04625,YUMBO,ALIMENTOS,Juzgado_1_Familia,2020,62,1.35,9,1,422,0,0,12,2,544,482.25,Medio
EXP-04881,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,67,1.2,12,0,548,1,1,7,3,543,542.5,Medio
EXP-04143,FLORIDA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,44,1.25,8,1,646,0,1,5,5,542,499.0,Medio
EXP-04716,PALMIRA,ALIMENTOS,Juzgado_2_Familia,2023,74,1.2,12,0,522,1,0,8,3,542,410.0,Medio
EXP-00315,PALMIRA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,74,1.05,12,0,562,1,1,8,6,541,409.5,Medio
EXP-00629,CANDELARIA,ALIMENTOS,Comisaria_1_Familia,2023,48,1.1,8,1,513,1,0,2,0,541,412.5,Medio
EXP-00684,TULUA,ALIMENTOS,Juzgado_2_Familia,2022,71,1.2,8,1,512,1,0,11,3,541,410.0,Medio
EXP-01292,EL CERRITO,ALIMENTOS,Juzgado_1_Familia,2022,41,1.35,8,1,480,1,0,4,2,541,482.25,Medio
EXP-02349,PALMIRA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,74,0.95,12,0,534,1,1,8,4,541,422.5,Medio
EXP-01316,YUMBO,ALIMENTOS,Comisaria_1_Familia,2023,62,1.1,8,1,491,1,0,12,0,540,412.5,Medio
EXP-01747,ZARZAL,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,33,1.25,8,1,522,1,1,13,5,540,499.0,Medio
EXP-02482,FLORIDA,ALIMENTOS,Juzgado_1_Familia,2021,44,1.35,8,1,648,1,0,5,2,540,482.25,Medio
EXP-04783,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,48,1.05,9,1,576,1,0,2,6,540,378.75,Medio
EXP-04216,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,67,1.25,8,1,471,1,1,7,5,539,499.0,Medio
EXP-04693,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,48,0.95,9,1,602,1,1,2,4,539,422.5,Medio
EXP-01557,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2022,82,1.1,8,1,579,1,1,1,0,537,440.0,Medio
EXP-03308,CANDELARIA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2023,48,1.1,8,1,532,1,1,2,0,537,440.0,Medio
EXP-04676,JAMUNDI,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,67,1.25,8,1,558,1,0,7,5,537,433.0,Medio
EXP-02718,CANDELARIA,ALIMENTOS,Juzgado_2_Familia,2022,48,1.2,8,1,560,1,0,2,3,536,410.0,Medio
EXP-00779,JAMUNDI,ALIMENTOS,Comisaria_1_Familia,2023,67,1.1,8,1,560,1,0,7,0,535,412.5,Medio
EXP-02207,CARTAGO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,58,1.05,8,1,588,1,1,3,6,535,409.5,Medio
EXP-04361,PALMIRA,ALIMENTOS,Juzgado_3_Familia,2023,74,0.95,8,1,603,1,0,8,4,535,362.0,Medio
EXP-04383,CARTAGO,ALIMENTOS,Comisaria_1_Familia,2020,58,1.1,8,1,543,1,0,3,0,535,412.5,Medio
EXP-01736,JAMUNDI,ALIMENTOS,Juzgado_2_Familia,2023,67,1.2,8,1,506,1,0,7,3,534,410.0,Medio
EXP-02337,TULUA,ALIMENTOS,Juzgado_1_Familia,2023,71,1.35,8,1,537,1,0,11,2,534,482.25,Medio
EXP-02932,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,41,1.25,8,1,473,0,1,4,5,534,499.0,Medio
EXP-03038,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,41,0.95,12,0,521,1,1,4,4,534,422.5,Medio
EXP-04896,TULUA,ALIMENTOS,Juzgado_1_Familia,2024,71,1.35,8,1,431,0,0,11,2,534,482.25,Medio
EXP-01324,TULUA,ALIMENTOS,Juzgado_1_Familia,2021,71,1.35,8,1,560,1,0,11,2,533,482.25,Medio
EXP-01802,TULUA,ALIMENTOS,Juzgado_1_Familia,2021,71,1.35,8,1,532,1,0,11,2,533,482.25,Medio
EXP-02909,TULUA,ALIMENTOS,Juzgado_1_Familia,2021,71,1.35,8,1,533,1,0,11,2,533,482.25,Medio
EXP-04223,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_1_Familia,2021,53,1.35,8,1,499,1,0,6,2,533,482.25,Medio
EXP-04994,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,48,1.25,9,1,589,1,0,2,5,533,433.0,Medio
EXP-01828,ZARZAL,ALIMENTOS,Juzgado_1_Familia,2024,33,1.35,8,1,620,1,0,13,2,532,482.25,Medio
EXP-02542,PALMIRA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2021,74,1.05,12,0,513,1,1,8,6,532,409.5,Medio
EXP-01021,CARTAGO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,58,0.95,8,1,537,1,1,3,4,530,422.5,Medio
EXP-03178,FLORIDA,ALIMENTOS,Juzgado_2_Familia,2024,44,1.2,8,1,417,1,0,5,3,530,410.0,Medio
EXP-03441,FLORIDA,ALIMENTOS,Juzgado_2_Familia,2024,44,1.2,8,1,420,1,0,5,3,530,410.0,Medio
EXP-04096,CALI,ALIMENTOS,Comisaria_1_Familia,2021,82,1.1,8,1,513,1,0,1,0,530,412.5,Medio
EXP-02788,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,74,1.05,8,1,526,1,0,8,6,529,378.75,Medio
EXP-00503,EL CERRITO,ALIMENTOS,Juzgado_1_Familia,2023,41,1.35,12,0,523,1,0,4,2,527,482.25,Medio
EXP-00950,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_1_Familia,2024,53,1.35,8,1,606,1,0,6,2,527,482.25,Medio
EXP-03282,TULUA,ALIMENTOS,Juzgado_2_Familia,2021,71,1.2,8,1,448,1,0,11,3,527,410.0,Medio
EXP-04376,CARTAGO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,58,1.25,8,1,506,1,1,3,5,527,499.0,Medio
EXP-00210,PRADERA,ALIMENTOS,Juzgado_2_Familia,2021,38,1.2,12,0,532,1,0,9,3,526,410.0,Medio
EXP-01592,YUMBO,ALIMENTOS,Juzgado_1_Familia,2024,62,1.35,8,1,527,1,0,12,2,526,482.25,Medio
EXP-02895,CALI,ALIMENTOS,Juzgado_2_Familia,2023,82,1.2,8,1,530,1,0,1,3,526,410.0,Medio
EXP-04421,YUMBO,ALIMENTOS,Juzgado_1_Familia,2023,62,1.35,8,1,529,1,0,12,2,526,482.25,Medio
EXP-01207,PRADERA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,38,1.25,8,1,558,1,0,9,5,525,433.0,Medio
EXP-03019,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,44,1.05,9,1,482,1,0,5,6,525,378.75,Medio
EXP-03543,PRADERA,ALIMENTOS,Juzgado_1_Familia,2024,38,1.35,8,1,600,1,0,9,2,525,482.25,Medio
EXP-03841,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,89,1.25,12,0,548,0,1,0,5,525,499.0,Medio
EXP-04646,BUENAVENTURA,ALIMENTOS,Comisaria_1_Familia,2023,89,1.1,8,1,579,1,0,0,0,525,412.5,Medio
EXP-04476,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,82,1.25,12,0,513,1,1,1,5,523,499.0,Medio
EXP-04326,CALI,ALIMENTOS,Juzgado_1_Familia,2022,82,1.35,8,1,496,1,0,1,2,522,482.25,Medio
EXP-02178,EL CERRITO,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,41,1.25,8,1,496,0,0,4,5,521,433.0,Medio
EXP-03035,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,82,0.9,11,0,537,1,1,1,1,521,388.25,Medio
EXP-03211,PRADERA,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,38,1.05,8,1,499,1,0,9,6,521,378.75,Medio
EXP-01186,YUMBO,ALIMENTOS,Juzgado_2_Familia,2021,62,1.2,8,1,567,1,0,12,3,520,410.0,Medio
EXP-04066,PALMIRA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,74,0.9,8,1,442,1,1,8,1,520,388.25,Medio
EXP-04689,SEVILLA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,35,0.95,8,1,432,0,1,10,4,520,422.5,Medio
EXP-03727,CARTAGO,ALIMENTOS,Juzgado_3_Familia,2024,58,0.95,8,1,492,1,0,3,4,519,362.0,Medio
EXP-02847,CARTAGO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,58,1.05,8,1,618,1,1,3,6,518,409.5,Medio
EXP-03360,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,53,1.25,8,1,400,1,0,6,5,517,433.0,Medio
EXP-02372,CANDELARIA,ALIMENTOS,Juzgado_2_Familia,2024,48,1.2,8,1,560,1,0,2,3,516,410.0,Medio
EXP-03595,PRADERA,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,38,1.05,8,1,534,1,0,9,6,516,378.75,Medio
EXP-04651,CANDELARIA,ALIMENTOS,Juzgado_2_Familia,2023,48,1.2,8,1,544,1,0,2,3,516,410.0,Medio
EXP-01241,CANDELARIA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2022,48,0.9,11,0,558,1,1,2,1,515,388.25,Medio
EXP-01615,PALMIRA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2021,74,0.9,9,1,470,1,1,8,1,515,388.25,Medio
EXP-04002,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,58,1.25,8,1,508,1,0,3,5,515,433.0,Medio
EXP-02246,ZARZAL,ALIMENTOS,Comisaria_1_Familia,2021,33,1.1,8,1,501,0,0,13,0,514,412.5,Medio
EXP-00902,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,82,0.9,8,1,485,1,1,1,1,513,388.25,Medio
EXP-00967,JAMUNDI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2020,67,1.1,12,0,501,1,1,7,0,513,440.0,Medio
EXP-03393,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,82,1.05,8,1,512,1,0,1,6,513,378.75,Medio
EXP-00491,CALI,ALIMENTOS,Juzgado_3_Familia,2024,82,0.95,8,1,548,1,0,1,4,512,362.0,Medio
EXP-00607,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2020,82,0.95,8,1,482,1,1,1,4,512,422.5,Medio
EXP-01275,CARTAGO,ALIMENTOS,Juzgado_1_Familia,2022,58,1.35,12,0,516,1,0,3,2,512,482.25,Medio
EXP-03081,CANDELARIA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,48,0.9,8,1,554,1,1,2,1,512,388.25,Medio
EXP-00034,TULUA,ALIMENTOS,Juzgado_1_Familia,2020,71,1.35,8,1,502,1,0,11,2,510,482.25,Medio
EXP-01069,TULUA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,71,0.95,8,1,438,1,1,11,4,510,422.5,Medio
EXP-02495,YUMBO,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,62,1.05,8,1,420,1,0,12,6,509,378.75,Medio
EXP-00436,CALI,ALIMENTOS,Comisaria_2_Familia,2022,82,0.9,9,1,401,1,0,1,1,508,341.0,Medio
EXP-01464,BUENAVENTURA,ALIMENTOS,Juzgado_1_Familia,2024,89,1.35,11,0,436,1,0,0,2,507,482.25,Medio
EXP-02470,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_2_Familia,2023,53,1.2,8,1,372,1,0,6,3,507,410.0,Medio
EXP-03047,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,48,0.95,8,1,540,0,1,2,4,507,422.5,Medio
EXP-03427,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,48,1.25,8,1,475,0,0,2,5,507,433.0,Medio
EXP-03563,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,48,1.25,8,1,502,1,0,2,5,507,433.0,Medio
EXP-02159,EL CERRITO,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,41,1.05,8,1,418,1,0,4,6,506,378.75,Medio
EXP-01562,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,89,1.05,8,1,485,1,0,0,6,505,378.75,Medio
EXP-00077,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,89,1.25,8,1,478,1,0,0,5,504,433.0,Medio
EXP-01988,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,48,1.25,8,1,553,1,0,2,5,503,433.0,Medio
EXP-01232,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,82,0.95,11,0,494,1,1,1,4,502,422.5,Medio
EXP-02742,CANDELARIA,ALIMENTOS,Juzgado_1_Familia,2023,48,1.35,8,1,463,1,0,2,2,501,482.25,Medio
EXP-03978,CANDELARIA,ALIMENTOS,Juzgado_1_Familia,2023,48,1.35,8,1,498,1,0,2,2,501,482.25,Medio
EXP-00788,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_2_Familia,2020,53,1.2,8,1,525,1,0,6,3,500,410.0,Medio
EXP-02465,EL CERRITO,HURTO_PATRIMONIAL,Comisaria_2_Familia,2020,41,0.9,8,1,523,1,1,4,1,500,388.25,Medio
EXP-00737,YUMBO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,62,1.05,10,0,563,1,1,12,6,499,409.5,Medio
EXP-00205,SEVILLA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2020,35,0.95,8,1,499,1,1,10,4,498,422.5,Medio
EXP-04042,SEVILLA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2020,35,0.95,8,1,477,1,1,10,4,498,422.5,Medio
EXP-00226,TULUA,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,71,1.05,11,0,496,1,0,11,6,495,378.75,Medio
EXP-00649,EL CERRITO,ALIMENTOS,Juzgado_2_Familia,2022,41,1.2,7,1,518,1,0,4,3,495,410.0,Medio
EXP-03594,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,53,1.25,8,1,536,1,0,6,5,495,433.0,Medio
EXP-00960,YUMBO,ALIMENTOS,Juzgado_1_Familia,2024,62,1.35,11,0,520,1,0,12,2,494,482.25,Medio
EXP-03934,PALMIRA,ALIMENTOS,Juzgado_1_Familia,2022,74,1.35,7,1,536,1,0,8,2,493,482.25,Medio
EXP-01043,CALI,ALIMENTOS,Juzgado_1_Familia,2020,82,1.35,7,1,525,1,0,1,2,492,482.25,Medio
EXP-02309,CANDELARIA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,48,0.9,11,0,458,1,1,2,1,492,388.25,Medio
EXP-02763,ZARZAL,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,33,1.25,8,1,541,1,0,13,5,492,433.0,Medio
EXP-03344,ZARZAL,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,33,1.25,8,1,390,1,0,13,5,492,433.0,Medio
EXP-02730,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,44,1.05,8,1,431,1,0,5,6,490,378.75,Medio
EXP-03032,PALMIRA,ALIMENTOS,Juzgado_1_Familia,2021,74,1.35,7,1,533,1,0,8,2,490,482.25,Medio
EXP-01602,TULUA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,71,0.95,11,0,503,1,1,11,4,489,422.5,Medio
EXP-01959,BUENAVENTURA,ALIMENTOS,Juzgado_1_Familia,2022,89,1.35,7,1,494,1,0,0,2,489,482.25,Medio
EXP-00671,JAMUNDI,ALIMENTOS,Juzgado_1_Familia,2024,67,1.35,11,0,513,1,0,7,2,488,482.25,Medio
EXP-00765,YUMBO,ALIMENTOS,Juzgado_3_Familia,2023,62,0.95,11,0,494,1,0,12,4,488,362.0,Medio
EXP-01451,CALI,ALIMENTOS,Juzgado_1_Familia,2023,82,1.35,11,0,473,1,0,1,2,488,482.25,Medio
EXP-02527,JAMUNDI,ALIMENTOS,Juzgado_1_Familia,2024,67,1.35,11,0,499,1,0,7,2,488,482.25,Medio
EXP-02925,TULUA,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,71,1.25,7,1,620,1,0,11,5,488,433.0,Medio
EXP-03418,ZARZAL,ALIMENTOS,Juzgado_2_Familia,2022,33,1.2,7,1,448,1,0,13,3,487,410.0,Medio
EXP-01950,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,82,1.05,11,0,419,1,0,1,6,486,378.75,Medio
EXP-01969,CALI,ALIMENTOS,Juzgado_2_Familia,2020,82,1.2,7,1,537,1,0,1,3,486,410.0,Medio
EXP-02239,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,82,1.05,11,0,537,1,0,1,6,486,378.75,Medio
EXP-01540,FLORIDA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,44,1.1,11,0,535,1,1,5,0,485,440.0,Medio
EXP-01759,SEVILLA,ALIMENTOS,Juzgado_2_Familia,2024,35,1.2,7,1,364,1,0,10,3,483,410.0,Medio
EXP-02869,TULUA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,71,1.25,11,0,482,1,0,11,5,482,433.0,Medio
EXP-04072,CANDELARIA,ALIMENTOS,Comisaria_1_Familia,2020,48,1.1,7,1,505,1,0,2,0,482,412.5,Medio
EXP-04543,TULUA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,71,1.25,11,0,498,1,0,11,5,482,433.0,Medio
EXP-02476,TULUA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,71,1.25,7,1,464,1,0,11,5,481,433.0,Medio
EXP-01677,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,41,1.05,11,0,452,1,1,4,6,479,409.5,Medio
