municipio,anio,vif_total,inasistencia_total,medidas_proteccion_total,alimentos_familia_total,ivf_score_bruto,ivf_score_ponderado,poblacion,ivf_tasa_100k,nivel_riesgo
EL RETORNO,2020,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
EL RETORNO,2021,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
EL RETORNO,2022,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
EL RETORNO,2023,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
EL RETORNO,2024,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
EL RETORNO,2025,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
EL RETORNO,9999,0,1,1,0,0.30000000000000004,0.0,50000,0.6,BAJO
EL ROBLE,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
EL ROBLE,2021,2,0,0,0,0.8,0.0,50000,1.6,BAJO
EL ROBLE,2022,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
EL ROBLE,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
EL ROBLE,2024,5,0,0,0,2.0,0.0,50000,4.0,BAJO
EL ROBLE,2025,5,0,0,0,2.0,0.0,50000,4.0,BAJO
EL ROSAL,2020,23,0,0,0,9.200000000000001,0.1,50000,18.4,MEDIO
EL ROSAL,2021,25,0,0,0,10.0,0.2,50000,20.0,ALTO
EL ROSAL,2022,38,0,0,0,15.200000000000001,0.2,50000,30.4,ALTO
EL ROSAL,2023,58,0,0,0,23.200000000000003,0.4,50000,46.4,ALTO
EL ROSAL,2024,90,0,0,0,36.0,0.6,50000,72.0,ALTO
EL ROSAL,2025,34,0,0,0,13.600000000000001,0.2,50000,27.2,ALTO
EL ROSARIO,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
EL ROSARIO,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
EL ROSARIO,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
EL ROSARIO,2024,5,0,0,0,2.0,0.0,50000,4.0,BAJO
EL SANTUARIO,2020,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
EL SANTUARIO,2021,26,0,0,0,10.4,0.2,50000,20.8,ALTO
EL SANTUARIO,2022,30,0,0,0,12.0,0.2,50000,24.0,ALTO
EL SANTUARIO,2023,38,0,0,0,15.200000000000001,0.2,50000,30.4,ALTO
EL SANTUARIO,2024,39,0,0,0,15.600000000000001,0.2,50000,31.2,ALTO
EL SANTUARIO,2025,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
EL TABLON DE GOMEZ,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
EL TABLON DE GOMEZ,2021,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
EL TABLON DE GOMEZ,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
EL TABLON DE GOMEZ,2023,26,0,0,0,10.4,0.2,50000,20.8,ALTO
EL TABLON DE GOMEZ,2024,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
EL TABLON DE GOMEZ,2025,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
EL TAMBO,2020,50,0,0,0,20.0,0.3,50000,40.0,ALTO
EL TAMBO,2021,24,0,0,0,9.600000000000001,0.1,50000,19.2,MEDIO
EL TAMBO,2022,32,0,0,0,12.8,0.2,50000,25.6,ALTO
EL TAMBO,2023,43,0,0,0,17.2,0.3,50000,34.4,ALTO
EL TAMBO,2024,65,0,0,0,26.0,0.4,50000,52.0,ALTO
EL TAMBO,2025,75,0,0,0,30.0,0.5,50000,60.0,ALTO
EL TAMBO,9999,0,1,1,0,0.30000000000000004,0.0,50000,0.6,BAJO
EL TARRA,2021,4,0,0,0,1.6,0.0,50000,3.2,BAJO
EL TARRA,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
EL TARRA,2023,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
EL TARRA,2024,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
EL TARRA,2025,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
EL ZULIA,2020,26,0,0,0,10.4,0.2,50000,20.8,ALTO
EL ZULIA,2021,35,0,0,0,14.0,0.2,50000,28.0,ALTO
EL ZULIA,2022,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
EL ZULIA,2023,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
EL ZULIA,2024,25,0,0,0,10.0,0.2,50000,20.0,ALTO
EL ZULIA,2025,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
ELIAS,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
ELIAS,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
ELIAS,2024,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
ELIAS,2025,4,0,0,0,1.6,0.0,50000,3.2,BAJO
ENCINO,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
ENCINO,2024,1,0,0,0,0.4,0.0,50000,0.8,BAJO
ENCINO,2025,1,0,0,0,0.4,0.0,50000,0.8,BAJO
ENCISO,2021,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
ENCISO,2022,4,0,0,0,1.6,0.0,50000,3.2,BAJO
ENCISO,2023,1,0,0,0,0.4,0.0,50000,0.8,BAJO
ENCISO,2024,1,0,0,0,0.4,0.0,50000,0.8,BAJO
ENCISO,2025,2,0,0,0,0.8,0.0,50000,1.6,BAJO
ENTRERRIOS,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
ENTRERRIOS,2021,2,0,0,0,0.8,0.0,50000,1.6,BAJO
ENTRERRIOS,2022,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
ENTRERRIOS,2023,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
ENTRERRIOS,2024,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
ENTRERRIOS,2025,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
ENVIGADO,2020,127,0,0,0,50.800000000000004,0.8,50000,101.6,ALTO
ENVIGADO,2021,212,0,0,0,84.80000000000001,1.4,50000,169.6,ALTO
ENVIGADO,2022,196,0,0,0,78.4,1.3,50000,156.8,ALTO
ENVIGADO,2023,410,0,0,0,164.0,2.6,50000,328.0,ALTO
ENVIGADO,2024,440,0,0,0,176.0,2.8,50000,352.0,ALTO
ENVIGADO,2025,236,0,0,0,94.4,1.5,50000,188.8,ALTO
ESPINAL,2020,148,0,0,0,59.2,0.9,50000,118.4,ALTO
ESPINAL,2021,172,0,0,0,68.8,1.1,50000,137.6,ALTO
ESPINAL,2022,157,0,0,0,62.800000000000004,1.0,50000,125.6,ALTO
ESPINAL,2023,169,0,0,0,67.60000000000001,1.1,50000,135.2,ALTO
ESPINAL,2024,219,0,0,0,87.60000000000001,1.4,50000,175.2,ALTO
ESPINAL,2025,146,0,0,0,58.400000000000006,0.9,50000,116.8,ALTO
FACATATIVA,2020,337,0,0,0,134.8,2.2,50000,269.6,ALTO
FACATATIVA,2021,324,0,0,0,129.6,2.1,50000,259.2,ALTO
FACATATIVA,2022,396,0,0,0,158.4,2.5,50000,316.8,ALTO
FACATATIVA,2023,375,0,0,0,150.0,2.4,50000,300.0,ALTO
FACATATIVA,2024,390,0,0,0,156.0,2.5,50000,312.0,ALTO
FACATATIVA,2025,214,0,0,0,85.60000000000001,1.4,50000,171.2,ALTO
FALAN,2020,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
FALAN,2021,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
FALAN,2022,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
FALAN,2023,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
FALAN,2024,23,0,0,0,9.200000000000001,0.1,50000,18.4,MEDIO
FALAN,2025,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
FILADELFIA,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
FILADELFIA,2021,5,0,0,0,2.0,0.0,50000,4.0,BAJO
FILADELFIA,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
FILADELFIA,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
FILADELFIA,2024,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
FILANDIA,2020,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
FILANDIA,2021,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
FILANDIA,2022,8,0,0,0,3.2,0.0,50000,6.4,BAJO
FILANDIA,2023,8,0,0,0,3.2,0.0,50000,6.4,BAJO
FILANDIA,2024,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
FIRAVITOBA,2020,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
FIRAVITOBA,2022,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
FIRAVITOBA,2023,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
FIRAVITOBA,2024,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
FIRAVITOBA,2025,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
FLANDES,2020,34,0,0,0,13.600000000000001,0.2,50000,27.2,ALTO
FLANDES,2021,71,0,0,0,28.400000000000002,0.5,50000,56.8,ALTO
FLANDES,2022,64,0,0,0,25.6,0.4,50000,51.2,ALTO
FLANDES,2023,78,0,0,0,31.200000000000003,0.5,50000,62.4,ALTO
FLANDES,2024,77,0,0,0,30.8,0.5,50000,61.6,ALTO
FLANDES,2025,57,0,0,0,22.8,0.4,50000,45.6,ALTO
FLORENCIA,2020,45,0,0,0,18.0,0.3,50000,36.0,ALTO
FLORENCIA,2021,61,0,0,0,24.400000000000002,0.4,50000,48.8,ALTO
FLORENCIA,2022,47,0,0,0,18.8,0.3,50000,37.6,ALTO
FLORENCIA,2023,77,0,0,0,30.8,0.5,50000,61.6,ALTO
FLORENCIA,2024,95,0,0,0,38.0,0.6,50000,76.0,ALTO
FLORENCIA,2025,1,0,0,0,0.4,0.0,50000,0.8,BAJO
FLORENCIA (CT),2020,28,0,0,0,11.200000000000001,0.2,50000,22.4,ALTO
FLORENCIA (CT),2021,190,0,0,0,76.0,1.2,50000,152.0,ALTO
FLORENCIA (CT),2022,85,0,0,0,34.0,0.5,50000,68.0,ALTO
FLORENCIA (CT),2023,194,0,0,0,77.60000000000001,1.2,50000,155.2,ALTO
FLORENCIA (CT),2024,235,0,0,0,94.0,1.5,50000,188.0,ALTO
FLORENCIA (CT),2025,266,0,0,0,106.4,1.7,50000,212.8,ALTO
FLORESTA,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
FLORESTA,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
FLORESTA,2023,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
FLORESTA,2024,4,0,0,0,1.6,0.0,50000,3.2,BAJO
FLORESTA,2025,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
FLORIAN,2020,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
FLORIAN,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
FLORIAN,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
FLORIAN,2025,8,0,0,0,3.2,0.0,50000,6.4,BAJO
FLORIDA,2020,10,0,0,0,4.0,0.1,63458,6.3,MEDIO
FLORIDA,2021,42,0,0,0,16.8,0.3,63458,26.47,ALTO
FLORIDA,2022,39,0,0,0,15.600000000000001,0.2,63458,24.58,ALTO
FLORIDA,2023,31,0,0,0,12.4,0.2,63458,19.54,ALTO
FLORIDA,2024,50,0,0,0,20.0,0.3,63458,31.52,ALTO
FLORIDA,2025,55,0,0,0,22.0,0.3,63458,34.67,ALTO
FLORIDABLANCA,2020,197,0,0,0,78.80000000000001,1.3,50000,157.6,ALTO
FLORIDABLANCA,2021,445,0,0,0,178.0,2.9,50000,356.0,ALTO
FLORIDABLANCA,2022,276,0,0,0,110.4,1.8,50000,220.8,ALTO
FLORIDABLANCA,2023,307,0,0,0,122.80000000000001,2.0,50000,245.6,ALTO
FLORIDABLANCA,2024,380,0,0,0,152.0,2.4,50000,304.0,ALTO
FLORIDABLANCA,2025,273,0,0,0,109.2,1.7,50000,218.4,ALTO
FOMEQUE,2020,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
FOMEQUE,2021,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
FOMEQUE,2022,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
FOMEQUE,2023,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
FOMEQUE,2024,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
FOMEQUE,2025,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
FONSECA,2020,25,0,0,0,10.0,0.2,50000,20.0,ALTO
FONSECA,2021,42,0,0,0,16.8,0.3,50000,33.6,ALTO
FONSECA,2022,40,0,0,0,16.0,0.3,50000,32.0,ALTO
FONSECA,2023,51,0,0,0,20.400000000000002,0.3,50000,40.8,ALTO
FONSECA,2024,51,0,0,0,20.400000000000002,0.3,50000,40.8,ALTO
FONSECA,2025,24,0,0,0,9.600000000000001,0.1,50000,19.2,MEDIO
FORTUL,2020,39,0,0,0,15.600000000000001,0.2,50000,31.2,ALTO
FORTUL,2021,8,0,0,0,3.2,0.0,50000,6.4,BAJO
FORTUL,2022,8,0,0,0,3.2,0.0,50000,6.4,BAJO
FORTUL,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
FORTUL,2024,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
FORTUL,2025,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
FOSCA,2020,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
FOSCA,2021,2,0,0,0,0.8,0.0,50000,1.6,BAJO
FOSCA,2022,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
FOSCA,2023,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
FOSCA,2024,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
FOSCA,2025,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
FRANCISCO PIZARRO,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
FRANCISCO PIZARRO,2021,4,0,0,0,1.6,0.0,50000,3.2,BAJO
FRANCISCO PIZARRO,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
FRANCISCO PIZARRO,2023,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
FRANCISCO PIZARRO,2025,1,0,0,0,0.4,0.0,50000,0.8,BAJO
FREDONIA,2020,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
FREDONIA,2021,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
FREDONIA,2022,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
FREDONIA,2023,39,0,0,0,15.600000000000001,0.2,50000,31.2,ALTO
FREDONIA,2024,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
FREDONIA,2025,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
FRESNO,2020,33,0,0,0,13.200000000000001,0.2,50000,26.4,ALTO
FRESNO,2021,36,0,0,0,14.4,0.2,50000,28.8,ALTO
FRESNO,2022,43,0,0,0,17.2,0.3,50000,34.4,ALTO
FRESNO,2023,32,0,0,0,12.8,0.2,50000,25.6,ALTO
FRESNO,2024,49,0,0,0,19.6,0.3,50000,39.2,ALTO
FRESNO,2025,37,0,0,0,14.8,0.2,50000,29.6,ALTO
FRONTINO,2020,4,0,0,0,1.6,0.0,50000,3.2,BAJO
FRONTINO,2021,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
FRONTINO,2022,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
FRONTINO,2023,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
FRONTINO,2024,8,0,0,0,3.2,0.0,50000,6.4,BAJO
FRONTINO,2025,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
FUENTE DE ORO,2020,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
FUENTE DE ORO,2021,24,0,0,0,9.600000000000001,0.1,50000,19.2,MEDIO
FUENTE DE ORO,2022,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
FUENTE DE ORO,2023,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
FUENTE DE ORO,2024,23,0,0,0,9.200000000000001,0.1,50000,18.4,MEDIO
FUENTE DE ORO,2025,36,0,0,0,14.4,0.2,50000,28.8,ALTO
FUNDACION,2020,42,0,0,0,16.8,0.3,50000,33.6,ALTO
FUNDACION,2021,57,0,0,0,22.8,0.4,50000,45.6,ALTO
FUNDACION,2022,25,0,0,0,10.0,0.2,50000,20.0,ALTO
FUNDACION,2023,74,0,0,0,29.6,0.5,50000,59.2,ALTO
FUNDACION,2024,57,0,0,0,22.8,0.4,50000,45.6,ALTO
FUNDACION,2025,67,0,0,0,26.8,0.4,50000,53.6,ALTO
FUNES,2020,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
FUNES,2021,8,0,0,0,3.2,0.0,50000,6.4,BAJO
FUNES,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
FUNES,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
FUNES,2024,1,0,0,0,0.4,0.0,50000,0.8,BAJO
FUNES,2025,2,0,0,0,0.8,0.0,50000,1.6,BAJO
FUNZA,2020,193,0,0,0,77.2,1.2,50000,154.4,ALTO
FUNZA,2021,176,0,0,0,70.4,1.1,50000,140.8,ALTO
FUNZA,2022,216,0,0,0,86.4,1.4,50000,172.8,ALTO
FUNZA,2023,211,0,0,0,84.4,1.3,50000,168.8,ALTO
FUNZA,2024,170,0,0,0,68.0,1.1,50000,136.0,ALTO
FUNZA,2025,189,0,0,0,75.60000000000001,1.2,50000,151.2,ALTO
FUQUENE,2020,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
FUQUENE,2021,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
FUQUENE,2022,20,0,0,0,8.0,0.1,50000,16.0,MEDIO
FUQUENE,2023,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
FUQUENE,2024,8,0,0,0,3.2,0.0,50000,6.4,BAJO
FUQUENE,2025,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
FUSAGASUGA,2020,371,0,0,0,148.4,2.4,50000,296.8,ALTO
FUSAGASUGA,2021,571,0,0,0,228.4,3.7,50000,456.8,ALTO
FUSAGASUGA,2022,505,0,0,0,202.0,3.2,50000,404.0,ALTO
FUSAGASUGA,2023,586,0,0,0,234.4,3.8,50000,468.8,ALTO
FUSAGASUGA,2024,615,0,0,0,246.0,3.9,50000,492.0,ALTO
FUSAGASUGA,2025,445,0,0,0,178.0,2.9,50000,356.0,ALTO
GACHALA,2020,8,0,0,0,3.2,0.0,50000,6.4,BAJO
GACHALA,2021,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
GACHALA,2022,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
GACHALA,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
GACHALA,2024,1,0,0,0,0.4,0.0,50000,0.8,BAJO
GACHALA,2025,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
GACHANCIPA,2020,51,0,0,0,20.400000000000002,0.3,50000,40.8,ALTO
GACHANCIPA,2021,60,0,0,0,24.0,0.4,50000,48.0,ALTO
GACHANCIPA,2022,75,0,0,0,30.0,0.5,50000,60.0,ALTO
GACHANCIPA,2023,48,0,0,0,19.200000000000003,0.3,50000,38.4,ALTO
GACHANCIPA,2024,60,0,0,0,24.0,0.4,50000,48.0,ALTO
GACHANCIPA,2025,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
GACHANTIVA,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
GACHANTIVA,2021,2,0,0,0,0.8,0.0,50000,1.6,BAJO
GACHANTIVA,2023,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
GACHANTIVA,2024,5,0,0,0,2.0,0.0,50000,4.0,BAJO
GACHANTIVA,2025,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
GACHETA,2020,20,0,0,0,8.0,0.1,50000,16.0,MEDIO
GACHETA,2021,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
GACHETA,2022,30,0,0,0,12.0,0.2,50000,24.0,ALTO
GACHETA,2023,28,0,0,0,11.200000000000001,0.2,50000,22.4,ALTO
GACHETA,2024,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
GACHETA,2025,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
GALAN,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
GALAN,2021,2,0,0,0,0.8,0.0,50000,1.6,BAJO
GALAN,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
GALAN,2023,1,0,0,0,0.4,0.0,50000,0.8,BAJO
GALAN,2024,1,0,0,0,0.4,0.0,50000,0.8,BAJO
GALAN,2025,4,0,0,0,1.6,0.0,50000,3.2,BAJO
GALAPA,2020,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
GALAPA,2021,62,0,0,0,24.8,0.4,50000,49.6,ALTO
GALAPA,2022,79,0,0,0,31.6,0.5,50000,63.2,ALTO
GALAPA,2023,104,0,0,0,41.6,0.7,50000,83.2,ALTO
GALAPA,2024,76,0,0,0,30.400000000000002,0.5,50000,60.8,ALTO
GALAPA,2025,80,0,0,0,32.0,0.5,50000,64.0,ALTO
GALERAS,2020,4,0,0,0,1.6,0.0,50000,3.2,BAJO
GALERAS,2021,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
GALERAS,2022,5,0,0,0,2.0,0.0,50000,4.0,BAJO
GALERAS,2023,1,0,0,0,0.4,0.0,50000,0.8,BAJO
GALERAS,2024,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
GALERAS,2025,5,0,0,0,2.0,0.0,50000,4.0,BAJO
GAMA,2020,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
GAMA,2021,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
GAMA,2022,8,0,0,0,3.2,0.0,50000,6.4,BAJO
GAMA,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
GAMA,2024,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
GAMA,2025,4,0,0,0,1.6,0.0,50000,3.2,BAJO
GAMARRA,2020,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
GAMARRA,2021,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
GAMARRA,2023,1,0,0,0,0.4,0.0,50000,0.8,BAJO
GAMARRA,2024,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
GAMARRA,2025,8,0,0,0,3.2,0.0,50000,6.4,BAJO
GAMBITA,2020,5,0,0,0,2.0,0.0,50000,4.0,BAJO
GAMBITA,2021,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
GAMBITA,2022,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
GAMBITA,2023,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
GAMBITA,2024,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
GAMBITA,2025,8,0,0,0,3.2,0.0,50000,6.4,BAJO
GAMEZA,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
GAMEZA,2021,2,0,0,0,0.8,0.0,50000,1.6,BAJO
GAMEZA,2022,5,0,0,0,2.0,0.0,50000,4.0,BAJO
GAMEZA,2023,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
GAMEZA,2024,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
GAMEZA,2025,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
GARAGOA,2020,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
GARAGOA,2021,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
GARAGOA,2022,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
GARAGOA,2023,32,0,0,0,12.8,0.2,50000,25.6,ALTO
GARAGOA,2024,27,0,0,0,10.8,0.2,50000,21.6,ALTO
GARAGOA,2025,69,0,0,0,27.6,0.4,50000,55.2,ALTO
GARZON,2020,27,0,0,0,10.8,0.2,50000,21.6,ALTO
GARZON,2021,79,0,0,0,31.6,0.5,50000,63.2,ALTO
GARZON,2022,126,0,0,0,50.400000000000006,0.8,50000,100.8,ALTO
GARZON,2023,101,0,0,0,40.400000000000006,0.6,50000,80.8,ALTO
GARZON,2024,171,0,0,0,68.4,1.1,50000,136.8,ALTO
GARZON,2025,147,0,0,0,58.800000000000004,0.9,50000,117.6,ALTO
GENOVA,2021,1,0,0,0,0.4,0.0,50000,0.8,BAJO
GENOVA,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
GENOVA,2023,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
GENOVA,2024,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
GIGANTE,2020,4,0,0,0,1.6,0.0,50000,3.2,BAJO
GIGANTE,2021,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
GIGANTE,2022,23,0,0,0,9.200000000000001,0.1,50000,18.4,MEDIO
GIGANTE,2023,34,0,0,0,13.600000000000001,0.2,50000,27.2,ALTO
GIGANTE,2024,35,0,0,0,14.0,0.2,50000,28.0,ALTO
GIGANTE,2025,40,0,0,0,16.0,0.3,50000,32.0,ALTO
GINEBRA,2020,7,0,0,0,2.8000000000000003,0.0,20800,13.46,BAJO
GINEBRA,2021,48,0,0,0,19.200000000000003,0.3,20800,92.31,ALTO
GINEBRA,2022,29,0,0,0,11.600000000000001,0.2,20800,55.77,ALTO
GINEBRA,2023,29,0,0,0,11.600000000000001,0.2,20800,55.77,ALTO
GINEBRA,2024,20,0,0,0,8.0,0.1,20800,38.46,MEDIO
GINEBRA,2025,21,0,0,0,8.4,0.1,20800,40.38,MEDIO
GIRALDO,2021,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
GIRALDO,2022,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
GIRALDO,2023,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
GIRALDO,2024,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
GIRALDO,2025,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
GIRARDOT,2020,176,0,0,0,70.4,1.1,50000,140.8,ALTO
GIRARDOT,2021,386,0,0,0,154.4,2.5,50000,308.8,ALTO
GIRARDOT,2022,375,0,0,0,150.0,2.4,50000,300.0,ALTO
GIRARDOT,2023,363,0,0,0,145.20000000000002,2.3,50000,290.4,ALTO
GIRARDOT,2024,316,0,0,0,126.4,2.0,50000,252.8,ALTO
GIRARDOT,2025,230,0,0,0,92.0,1.5,50000,184.0,ALTO
GIRARDOTA,2020,27,0,0,0,10.8,0.2,50000,21.6,ALTO
GIRARDOTA,2021,53,0,0,0,21.200000000000003,0.3,50000,42.4,ALTO
GIRARDOTA,2022,63,0,0,0,25.200000000000003,0.4,50000,50.4,ALTO
GIRARDOTA,2023,120,0,0,0,48.0,0.8,50000,96.0,ALTO
GIRARDOTA,2024,158,0,0,0,63.2,1.0,50000,126.4,ALTO
GIRARDOTA,2025,96,0,0,0,38.400000000000006,0.6,50000,76.8,ALTO
GIRON,2020,171,0,0,0,68.4,1.1,50000,136.8,ALTO
GIRON,2021,430,0,0,0,172.0,2.8,50000,344.0,ALTO
GIRON,2022,252,0,0,0,100.80000000000001,1.6,50000,201.6,ALTO
GIRON,2023,289,0,0,0,115.60000000000001,1.8,50000,231.2,ALTO
GIRON,2024,319,0,0,0,127.60000000000001,2.0,50000,255.2,ALTO
