c_digo_dane_departamento,departamento,c_digo_dane_municipio,municipio,tipo_municipio_isla_rea_no,categoria_municipio,comisarias_ley_2126_100_000,existencia_de_comisarias,nombre_comisaria,direcci_n_comisara,telefono_de_contacto,horario_de_atenci_n,longitud_de_ubicaci_n_de,latitud_de_ubicaci_n_de_la,coordenadas_de_ubicaci_n,fuente
66,RISARALDA,66088,BELEN DE UMBRIA,Municipio,6,1,1,COMISARIA DE FAMILIA DE BELÉN DE UMBRÍA,Cra 8 - Calle 10 -Parque los Fundadores CAM,3216416196,"Martes a Viernes de de 7:30 a.m a 12:00 a.m y de 2:00 p.m a 5:00 p.m , Sábados de 7:00 a.m a 12:00 p.m","-75,868216089","5,20064515187",5° 12' 0'' N75° 52' 1'' O,Directorio Comisarias Ley 2126
66,RISARALDA,66318,GUATICA,Municipio,6,1,1,COMISARIA DE FAMILIA DE GUÁTICA,calle 8 # 6-20,3539010,"Lunes a jueves de 7:30 am 12:30 pm y de 1:30pm a 5:30 pm, viernes de 7:30 am a 12:30 pm y de 1:30 pm 4:30 pm","-75,7990077966","5,31536038013",5°18′59″N 75°47′54″O,Directorio Comisarias Ley 2126
66,RISARALDA,66383,LA CELIA,Municipio,6,1,1,COMISARIA DE FAMILIA DE LA CELIA,CAM Barcelona Cra 3 N° 3-16,3148937463,Martes a Viernes de 7:30 a.m. a 12:30 p.m. y de 01:30 p.m a 05:30 p.m / Sábados de 08:00 am a 12:00 m y de 1:00 p.m. a 5:00 p.m.,"-76,0030868756","5,00286711372",5° 0' 7'' N 76° 0' 14'' O,Directorio Comisarias Ley 2126
66,RISARALDA,66400,LA VIRGINIA,Municipio,6,1,1,COMISARIA DE FAMILIA DE LA VIRGINIA,Carrera 8 No. 5-35,6368 2300,"Lunes a Jueves :8:00 a.m. a 12:00 A y de 2:00 p.m. a 5:30 p.m, Viernes hasta las 5:00 pm","-75,8802026174","4,89654777308",4° 53' 50'' N75° 52' 58'' O,Directorio Comisarias Ley 2126
66,RISARALDA,66440,MARSELLA,Municipio,6,1,1,COMISARIA DE FAMILIA DE MARSELLA,"Calle 9 # 9 - 12, Parque Principal",3169642386,"Martes a viernes de 7:30 a.m. a 11:30 p.m. y de 1:30 p.m a 4:30 p.m, sábados de 7:00 a.m. a 2:00 p.m.","-75,7385816147","4,93556204249",4°56′12″N 75°44′21″O,Directorio Comisarias Ley 2126
66,RISARALDA,66456,MISTRATO,Municipio,6,1,1,COMISARIA DE FAMILIA DE MISTRATÓ,Carrera 6 # 5-70,3127839959,Lunes a jueves de 7:30 A.M - 12:00 M - 1:00 P.M - 4:30 P.M Viernes de 7:00 A.M - 3:00 P.M,"-75,8828627404","5,29706285959",5° 18' 0'' N75° 52' 59'' O,Directorio Comisarias Ley 2126
66,RISARALDA,66572,PUEBLO RICO,Municipio,6,1,1,COMISARIA DE FAMILIA DE PUEBLO RICO,Carrera 4 No. 6-17. Pueblo Rico,3507697626,Lunes A Jueves 8:00 am a 4:00 pm y Domingos: 7:00 am - 3:00 pm,"-76,0306678019","5,22191328206",5° 13' 18'' N76° 1' 45'' O,Directorio Comisarias Ley 2126
66,RISARALDA,66594,QUINCHIA,Municipio,6,1,1,COMISARIA DE FAMILIA DE QUINCHÍA,"Centro Administrativo Municipal - CAM - Carrera. 6 No. 5-13, Parque Principal",3113109990,Lunes a jueves: 07:30 a.m. a 12:00 m y de 1:00 p.m. a 5:00 p.m. Viernes: 7:30 a.m. a 2:00 p.m.,"-75,7304104711","5,34044152422",5°20′22″N 75°43′46″O,Directorio Comisarias Ley 2126
66,RISARALDA,66687,SANTUARIO,Municipio,6,1,1,COMISARIA DE FAMILIA DE SANTUARIO,Calle 7 N° 5 - 42. Piso 2,3104635871,De martes a viernes de 7:30 A.M a 12:00 P.M y de 1:30 P.M a 5:30 P.M y sábados 8:00 A.M a 2:00 P.M,"-75,9645220611","5,07493802723",5°04′29″N 75°57′52″O,Directorio Comisarias Ley 2126
68,SANTANDER,68013,AGUADA,Municipio,6,1,1,COMISARIA DE FAMILIA DE AGUADA,Carrera 2 No. 2-14,3117635464,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-73,5232262196","6,16224498637",6° 9' 43'' N73° 31' 20'' O,Directorio Comisarias Ley 2126
68,SANTANDER,68020,ALBANIA,Municipio,6,1,1,COMISARIA DE FAMILIA DE ALBANIA,Carrera 2 Nro. 1 Lote # 1 - Manzana A - Casco Urbano,3208535118,Lunes a Jueves: 8:00 a.m. a 12:00 p.m. y 2:00 p.m. a 6:00 p.m. // Viernes: 7:30 a.m. a 4:00 p.m.,"-73,9140635028","5,7589853512",5° 45' 33'' N73° 54' 52'' O,Directorio Comisarias Ley 2126
68,SANTANDER,68051,ARATOCA,Municipio,6,1,1,COMISARIA DE FAMILIA DE ARATOCA,Calle 4 N° 4 - 38 - Parque Principal,3174315515,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-73,0178497692","6,694438882",6°41′44″N 73°01′03″O,Directorio Comisarias Ley 2126
68,SANTANDER,68077,BARBOSA,Municipio,6,1,1,COMISARIA DE FAMILIA DE BARBOSA,Calle 11 # 7 - -/27 Barbosa,3142774607,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-73,6159986977","5,93261018035",5°55′59″N 73°36′53″O,Directorio Comisarias Ley 2126
68,SANTANDER,68079,BARICHARA,Municipio,6,1,1,COMISARIA DE FAMILIA DE BARICHARA,Calle 5 No. 6—39,607-726-7052,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-73,2230998455","6,63423130708",6° 37' 59'' N73° 13' 59'' O,Directorio Comisarias Ley 2126
68,SANTANDER,68092,BETULIA,Municipio,6,1,1,COMISARIA DE FAMILIA DE BETULIA,Cra 5 Nº 5 - 35 Palacio Municipal,3208496867,Lunes a Jueves de 7:30 am a 12 m - 2 a 6:30 p.m y los Viernes de 7:30 a.m a 12 m - 2 a 5:30 p.m,"-73,2836713462","6,89952350256",6° 54' 0'' N73° 16' 59'' O,Directorio Comisarias Ley 2126
68,SANTANDER,68101,BOLIVAR,Municipio,6,1,1,COMISARIA DE FAMILIA DE BOLÍVAR,Calle 9 N° 3-31 Palacio Municipal,Null,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-73,7713434117","5,98895175043",5°59′28″N 73°46′26″O﻿,Directorio Comisarias Ley 2126
68,SANTANDER,68121,CABRERA,Municipio,6,1,1,COMISARIA DE FAMILIA DE CABRERA,Carrera 7 No. 7-43 Palacio Municipal,3115295601,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-73,2465030679","6,59226462461",6° 35' 42'' N73° 14' 40'' O,Directorio Comisarias Ley 2126
68,SANTANDER,68132,CALIFORNIA,Municipio,6,1,1,COMISARIA DE FAMILIA DE CALIFORNIA,Carrera 6 #4-22,3102182681,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-72,9463686609","7,34788166378",7° 20' 49'' N72° 56' 44'' O,Directorio Comisarias Ley 2126
68,SANTANDER,68147,CAPITANEJO,Municipio,6,1,1,COMISARIA DE FAMILIA DE CAPITANEJO,Calle 5 # 5-48 Capitanejo,+(577) 6600101,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-72,6954661576","6,52741643996",6°31′49″N 72°41′52″O,Directorio Comisarias Ley 2126
68,SANTANDER,68152,CARCASI,Municipio,6,1,1,COMISARIA DE FAMILIA DE CARCASÍ,Palacio Municipal Calle 2 No. 2-43,3227864709,Lunes a Jueves 8:00 AM - 12:00 PM // 2:00PM - 6PM // Viernes jornada continua 7:00 AM - 3:00PM,"-72,627083427","6,6287276598",6° 37' 38'' N 72° 37' 32'' O,Directorio Comisarias Ley 2126
68,SANTANDER,68160,CEPITA,Municipio,6,1,1,COMISARIA DE FAMILIA DE CEPITÁ,Calle 3 No. 2 - 03,3202829303,Lunes a Jueves de 08:00 a.m. a 12:30 pm y de 02:00 p.m. a 06:30 p.m. Viernes de 07:00 a.m. a 03:00 p.m,"-72,9735370615","6,75351236838",6°45′10″N 72°58′24″O,Directorio Comisarias Ley 2126
68,SANTANDER,68162,CERRITO,Municipio,6,1,1,COMISARIA DE FAMILIA DE CERRITO,carrera 6 # 6 - 52 Cabecera Municipal,3222426897,Lunes a Viernes 7:30 am a 12:30 m y 2:00 pm a 5:00 pm,"-72,6950486627","6,84027556538",6° 50' 35'' N72° 41' 41'' O,Directorio Comisarias Ley 2126
68,SANTANDER,68167,CHARALA,Municipio,6,1,1,COMISARIA DE FAMILIA DE CHARALÁ,Carrera 17 No 24 - 11 Parque Principal,3102592699,De lunes a viernes de 8:00 am a 12 m. y de 2:00 p.m. a 4:30 p.m,"-73,1468716584","6,28434433944",6°17′15″N 73°08′48″O,Directorio Comisarias Ley 2126
68,SANTANDER,68169,CHARTA,Municipio,6,1,1,COMISARIA DE FAMILIA DE CHARTA,Carrera 1 No. 2-99 - Palacio Municipal,607 6069519,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-72,9687942408","7,28081908866",7° 16' 59'' N72° 58' 1'' O,Directorio Comisarias Ley 2126
68,SANTANDER,68176,CHIMA,Municipio,6,1,1,COMISARIA DE FAMILIA DE CHIMA,Carrera 5 # 5-08,3204735115,Lunes a Jueves de 7:00 am a 12:00 pm y 2:00 pm a 6:00 pm. Viernes de 7:00 a 1.00 pm,"-73,3737319916","6,34435038365",6°20′38″N 73°22′20″O﻿,Directorio Comisarias Ley 2126
68,SANTANDER,68179,CHIPATA,Municipio,6,1,1,COMISARIA DE FAMILIA DE CHIPATÁ,Carrera 6ª No. 3-17,3124784449,Lunes a Jueves: 8:00 a.m. a 12:00 m. y de 2:00 p.m. a 5:30 p.m. Domingos: 8:00 a.m. a 1:00 p.m.,"-73,6371138841","6,06252035758",6°03′41″N 73°38′16″O,Directorio Comisarias Ley 2126
68,SANTANDER,68190,CIMITARRA,Municipio,6,1,1,COMISARIA DE FAMILIA DE CIMITARRA,Carrera 5 No. 6-10 Palacio Municipal,6059219,Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00pm,"-73,9525715248","6,32063022524",6° 19' 1'' N73° 57' 0'' O,Directorio Comisarias Ley 2126
68,SANTANDER,68207,CONCEPCION,Municipio,6,1,1,COMISARIA DE FAMILIA DE CONCEPCIÓN,Cra 7 # 3-16,3147630179,Lunes a Viernes de 7:30am a 12:00m y de 2:00pm a 5:30pm,"-72,694595635","6,76883643116",6°46′16″N 72°41′53″O﻿,Directorio Comisarias Ley 2126
68,SANTANDER,68209,CONFINES,Municipio,6,1,1,COMISARIA DE FAMILIA DE CONFINES,Calle 5 No. 5 - 28,3208391703,"Lunes a Jueves de 08:00 am - 12:00 pm, 1:30 pm a 5:30 pm y Viernes de 07:00 am jornada continua hasta las 05:00 pm.","-73,2405558524","6,35733168284",6°21′21″N 73°14′27″O,Directorio Comisarias Ley 2126
68,SANTANDER,68211,CONTRATACION,Municipio,6,1,1,COMISARIA DE FAMILIA DE CONTRATACIÓN,Carrera 4 No. 6-51,3138860485,Lunes a Jueves: (7:00 - 12:30 pm) -(14:00-18:00) Viernes: (07:00 am - 1:00 pm),"-73,4744250645","6,29055860254",6°17′24″N 73°28′24″O﻿,Directorio Comisarias Ley 2126
68,SANTANDER,68217,COROMORO,Municipio,6,1,1,Comisaría de Familia - Palacio Municipal,Carrera 5 # 5-22,3108133133,7:30 a 12:30 - 14:00 a 18:00,"6.294787,",-73.040900,"6°17'41.2""N 73°02'27.2""W",Directorio Comisarias Ley 2126
68,SANTANDER,68229,CURITI,Municipio,6,1,1,Comisaría de Familia - Alcaldia Municipal,Calle 8 # 8-55,3112317919,7:00 a 12:00 - 14:00 a 18:00,"6.606365,",-73.069223,"6°36'22.9""N 73°04'09.2""W",Directorio Comisarias Ley 2126
68,SANTANDER,68235,EL CARMEN DE CHUCURI,Municipio,6,1,1,Comisaría de Familia - Alcaldia Municipal,Carrera 3 # 4-30,3124482783,7:30 a 12:00 - 14:00 a 18:00,"6.698538,",-73.510822,"6°41'54.8""N 73°30'39.0""W",Directorio Comisarias Ley 2126
68,SANTANDER,68245,EL GUACAMAYO,Municipio,6,1,1,Comisaría de Familia - Alcaldía Municipal El Guacamayo,Calle 5 # 5-62,3236490442-3144269957,7:00 a 12:00 -14:00 a 18:00 con disponibilidad las 24 horas,"6.246068,",-73.497203,"6°14'45.7""N 73°29'49.1""W",Directorio Comisarias Ley 2126
68,SANTANDER,68250,EL PENON,Municipio,6,1,1,Comisaría de Familia - Alcaldia Municipal,Carrera 4 # 5A-21,320 858 5967,7:00 a 12:00 - 14:00 a 18:00,"6.056096,",-73.815200,"6°03'22.0""N 73°48'54.7""W",Directorio Comisarias Ley 2126
68,SANTANDER,68255,EL PLAYON,Municipio,6,1,1,Comisaría de Familia el Playón,Carrera 5 # 8-24,321 2430 639,L-J: 7:00 - 12:00 -13:00 - 17:00 V: 7:00 - 12:00 -13:00 - 16:00,"7.470010,",-73.201823,"7°28'12.0""N 73°12'06.6""W",Directorio Comisarias Ley 2126
68,SANTANDER,68264,ENCINO,Municipio,6,1,1,Comisaría de Familia Encino,Calle 5 # 3-22,3202355506,7:30 a 12:00 - 14:00 a 18:00,"6.138083,",-73.098997,"6°08'17.1""N 73°05'56.4""W",Directorio Comisarias Ley 2126
68,SANTANDER,68266,ENCISO,Municipio,6,1,1,Comisaría de Familia Enciso,Carrera 4 # 4-43,3212498612,7:00 a 12:00 - 14:00 a 18:00,"6.668119,",-72.699651,"6°40'05.2""N 72°41'58.7""W",Directorio Comisarias Ley 2126
68,SANTANDER,68271,FLORIAN,Municipio,6,1,1,Comisaría de Familia Florián,Calle 4 # 1A-45,312 4856025,7:00 a 12:00 - 14:00 a 18:00,"5.804785,",-73.969868,"5°48'17.2""N 73°58'11.5""W",Directorio Comisarias Ley 2126
68,SANTANDER,68296,GALAN,Municipio,6,1,1,Comisaría de Familia - Alcaldia Municipal,Calle 6 # 5-35,3138362709,8:00 a 12:00 - 14:00 a 18:00,"6.637376,",-73.287545,"6°38'14.6""N 73°17'15.2""W",Directorio Comisarias Ley 2126
68,SANTANDER,68298,GAMBITA,Municipio,6,1,1,Comisaría de Familia Gámbita,Carrera 9 # 4-28,3124331601,8:00 a 12:00 - 14:00 a 18:00,"5.945922,",-73.345029,"5°56'45.3""N 73°20'42.1""W",Directorio Comisarias Ley 2126
68,SANTANDER,68318,GUACA,Municipio,6,1,1,Comisaría de Familia Guaca,Carrera 6 # 4-28,3185308864,8:00 a 12:00 - 14:00 a 18:00,"6.875421,",-72.855914,"6°52'31.5""N 72°51'21.3""W",Directorio Comisarias Ley 2126
68,SANTANDER,68320,GUADALUPE,Municipio,6,1,1,Comisaría de Familia Guadalupe,Carrera 4 # 5-31,3105801520,8:00 a 12:00 - 14:00 a 18:00,"6.247088,",-73.418578,"6°14'49.5""N 73°25'06.9""W",Directorio Comisarias Ley 2126
68,SANTANDER,68322,GUAPOTA,Municipio,6,1,1,Comisaría de Familia Guapotá,Carrera 2 # 5-05,3108061613,L-J: 7:00 - 12:30 -14:00 - 18:00 V: 7:00 - 13:00,"6.308401,",-73.321199,"6°18'30.2""N 73°19'16.3""W",Directorio Comisarias Ley 2126
68,SANTANDER,68324,GUAVATA,Municipio,6,1,1,Comisaría de Familia Guavatá,Carrera 3 #  4-42,3105703414,8:00 a 12:00 - 14:00 a 18:00,"5.955619,",-73.699980,"5°57'20.2""N 73°41'59.9""W",Directorio Comisarias Ley 2126
68,SANTANDER,68327,GUEPSA,Municipio,6,1,1,Comisaría de Familia Güepsa,Calle 3ra # 5Esquina,3183505721,8:00 a 12:00 - 14:00 a 18:00,"6.024800,",-73.572552,"6°01'29.3""N 73°34'21.2""W",Directorio Comisarias Ley 2126
68,SANTANDER,68344,HATO,Municipio,6,1,1,Comisaría de Familia Hato - Alcaldía Municipal,Carrera 5 # 4-23,'3222184558,8:00 a 12:00 - 14:00 a 18:00,"6.542379,",-73.308399,"6°32'32.6""N 73°18'30.2""W",Directorio Comisarias Ley 2126
68,SANTANDER,68368,JESUS MARIA,Municipio,6,1,1,Comisaría de Familia de Jesus María - Alcaldía Municipal,Calle 3 # 5-14,3203397099,8:00 a 13:00 - 14:00 a 18:00,"5.875732,",-73.782929,"5°52'32.6""N 73°46'58.5""W",Directorio Comisarias Ley 2126
68,SANTANDER,68370,JORDAN,Municipio,6,1,1,Comisaría de Familia Jordán -  Palacio Municipal,Calle 3 # 6Esquina,3124506559,8:00 a 13:00 - 14:00 a 18:00,"6.732373,",-73.095796,"6°43'56.5""N 73°05'44.9""W",Directorio Comisarias Ley 2126
68,SANTANDER,68377,LA BELLEZA,Municipio,6,1,1,Comisaría de Familia la Belleza - Alcaldía Municipal,Carrera 3 # 6-10,3219369302,8:00 a 12:30 - 14:00 a 18:30,"5.859162,",-73.965256,"5°51'33.0""N 73°57'54.9""W",Directorio Comisarias Ley 2126
68,SANTANDER,68385,LANDAZURI,Municipio,6,1,1,Comisaría de Familia Landazurí - Alcaldía Municipal,Carrera 6 # 6-04,3212319822,L-J: 7:00 a 12:00 a 14:00 - 18:00 V: 7:00 a 12:00 -14:00 a 17:00,"6.220725,",-73.811927,"6°13'14.6""N 73°48'42.9""W",Directorio Comisarias Ley 2126
68,SANTANDER,68397,LA PAZ,Municipio,6,1,1,Comisaría de Familia  - Casa Fiscal III La Paz,Calle 3 # 2-08,3143005457,8:00 a 12:00 - 14:00 a 18:00,"6.177716,",-73.589576,"6°10'39.8""N 73°35'22.5""W",Directorio Comisarias Ley 2126
68,SANTANDER,68418,LOS SANTOS,Municipio,6,1,1,Comisaría de Familia Los Santos,Carrera 7 # 2-22,3204744631,8:00 a 12:00 - 14:00 a 18:00,"6.756634,",-73.103146,"6°45'23.9""N 73°06'11.3""W",Directorio Comisarias Ley 2126
68,SANTANDER,68425,MACARAVITA,Municipio,6,1,1,Comisaría de Familia Macaravita,Carrera 3 # 3-38,3507677569,L-V 8:00 a 12:00 - 14:00 a 18:00,"6.505971,",-72.592642,"6°30'21.5""N 72°35'33.5""W",Directorio Comisarias Ley 2126
68,SANTANDER,68432,MALAGA,Municipio,6,1,1,Comisaría de Familia Málaga,Calle 12 # 9-56,3115523998,L-V 8:00 a 12:00 - 14:00 a 18:00 S 8:00 a 12:00,"6.699419,",-72.732962,"6°41'57.9""N 72°43'58.7""W",Directorio Comisarias Ley 2126
68,SANTANDER,68444,MATANZA,Municipio,6,1,1,Comisaría de Familia Matanza - Palacio Municipal,Carrera 5 # 5-85,3026265626,L-J 8:00 a 12:00 -14:00 a 18:00 V 8:00 a 12:00 - 14:00 a 16:00,"7.322659,",-73.015548,"7°19'21.6""N 73°00'56.0""W",Directorio Comisarias Ley 2126
68,SANTANDER,68464,MOGOTES,Municipio,6,1,1,Comisaría de Familia Mogotes,Calle 5 # 7-29,3102811824,L-J: 7:00 a 12:00 -14:00 a 18:00 V: 7:00 a 12:00 -14:00 a 17:00,"6.476551,",-72.970771,"6°28'35.6""N 72°58'14.8""W",Directorio Comisarias Ley 2126
68,SANTANDER,68468,MOLAGAVITA,Municipio,6,1,1,Comisaría de Familia Molagavita,Carrera 3 # 4-15,3143374575,L-J: 8:00 a 13:00 -14:00 a 18:00 D:7:00 a 15:00,"6.673659,",-72.808834,"6°40'25.2""N 72°48'31.8""W",Directorio Comisarias Ley 2126
68,SANTANDER,68498,OCAMONTE,Municipio,6,1,1,Comisaría de Familia Ocamonte,Calle 5 # 3-49,3205634661,L-V: 7:30 a 18:00,"6.340658,",-73.122532,"6°20'26.4""N 73°07'21.1""W",Directorio Comisarias Ley 2126
68,SANTANDER,68500,OIBA,Municipio,6,1,1,Comisaría de Familia Oiba,Calle 10 # 6-36,3232231153,8:00 a 12:00 - 14:00 a 18:00,"6.264571,",-73.298732,"6°15'52.5""N 73°17'55.4""W",Directorio Comisarias Ley 2126
68,SANTANDER,68502,ONZAGA,Municipio,6,1,1,Comisaría de Familia Onzaga,Carrera 2 # 4-37,3163132446,8:00 a 12:00 - 14:00 a 18:00,"6.344487,",-72.816732,"6°20'40.2""N 72°49'00.2""W",Directorio Comisarias Ley 2126
68,SANTANDER,68522,PALMAR,Municipio,6,1,1,Comisaría de Familia Palmar,Calle 5 # 3-21,NO TIENE,8:00 a 12:00 - 14:00 a 18:00,"6.538045,",-73.290903,"6°32'17.0""N 73°17'27.3""W",Directorio Comisarias Ley 2126
68,SANTANDER,68524,PALMAS DEL SOCORRO,Municipio,6,1,1,Comisaría de Familia Palmas del Socorro,Calle 7 # 5-34,3183476223,7:30 - 12:00 -13:00 - 17:00,"6.405796,",-73.288223,"6°24'20.9""N 73°17'17.6""W",Directorio Comisarias Ley 2126
68,SANTANDER,68533,PARAMO,Municipio,6,1,1,Comisaría de Familia Páramo,Calle 3 # 3-42,3107896458,8:00 a 12:00 - 14:00 a 18:00,"6.416366,",-73.169003,"6°24'58.9""N 73°10'08.4""W",Directorio Comisarias Ley 2126
68,SANTANDER,68549,PINCHOTE,Municipio,6,1,1,Comisaría de Familia Pinchote,Calle 5 # 4-46,3157907435,8:00 a 12:00 - 14:00 a 17:00,"6.532900,",-73.173583,"6°31'58.4""N 73°10'24.9""W",Directorio Comisarias Ley 2126
68,SANTANDER,68572,PUENTE NACIONAL,Municipio,6,1,1,Comisaría de Familia Puente Nacional - Palacio Municipal,Avenida 6 # 4-103/107,3183418588,L-V: 8:00 a 18:00,"5.876083,",-73.680241,"5°52'33.9""N 73°40'48.9""W",Directorio Comisarias Ley 2126
68,SANTANDER,68573,PUERTO PARRA,Municipio,6,1,1,Comisaría de Familia Puerto Parra,Calle 8 A # 5-55,3103210228,8:00 a 12:00 - 14:00 a 18:00,"6.650442,",-74.055222,"6°39'01.6""N 74°03'18.8""W",Directorio Comisarias Ley 2126
68,SANTANDER,68575,PUERTO WILCHES,Municipio,6,1,1,Comisaría de Familia Puerto Wilches - Centro de Conviviencia,Calle 5 # 3-36,3158524367,L-V 8:00 a 18:00 Con disponibilidad para fin de semana,"7.347156,",-73.902604,"7°20'49.8""N 73°54'09.4""W",Directorio Comisarias Ley 2126
68,SANTANDER,68615,RIONEGRO,Municipio,6,1,1,Comisaría de Familia Rionegro,Carrera 12 # 10-23,3156296779,7:00 a 12:30 - 14:00 a 17:00,"7.264918,",-73.148959,"7°15'53.7""N 73°08'56.3""W",Directorio Comisarias Ley 2126
68,SANTANDER,68655,SABANA DE TORRES,Municipio,6,1,1,Comisaría de Familia Sabana de Torres,Calle 11 # 11-06,NO TIENE,8:00 a 12:00 - 14:00 a 18:00,"7.397351,",-73.493677,"7°23'50.5""N 73°29'37.2""W",Directorio Comisarias Ley 2126
68,SANTANDER,68669,SAN ANDRES,Municipio,6,1,1,Comisaría de Familia San Ándres,Calle 6 # 4-07,3183817743,M-J 7:30 a 12:00 - 14: 00 a 18:30 V: 7:00 a 12:00 - 14:00 a 19:00  S: 7:00 a 14:00,"6.809657,",-72.850560,"6°48'34.8""N 72°51'02.0""W",Directorio Comisarias Ley 2126
68,SANTANDER,68673,SAN BENITO,Municipio,6,1,1,Comisaría de Familia San Benito - Palacio Municipal,Calle 4 # 2 - 40,NO TIENE,8:00 a 12:00 - 14:00 a 18:00,"6.125454,",-73.509955,"6°07'31.6""N 73°30'35.8""W",Directorio Comisarias Ley 2126
68,SANTANDER,68682,SAN JOAQUIN,Municipio,6,1,1,Comisaría de Familia San Joaquín - Palacio Municipal,Carrera 4 # 5-26,3134063242,8:00 a 18:30,"6.427732,",-72.867274,"6°25'39.8""N 72°52'02.2""W",Directorio Comisarias Ley 2126
68,SANTANDER,68684,SAN JOSE DE MIRANDA,Municipio,6,1,1,Comisaría de Familia San José de Miranda,Carrera 4 # 3-21,NO TIENE,8:00 a 12:00 - 14:00 a 18:00,"6.658339,",-72.733895,"6°39'30.0""N 72°44'02.0""W",Directorio Comisarias Ley 2126
68,SANTANDER,68686,SAN MIGUEL,Municipio,6,1,1,Comisaría de Familia San Miguel - Palacio Municipal,Carrera 4 # 4-15,3177619331,8:00 a 12:30 - 14:00 a 18:30,"6.575864,",-72.646041,"6°34'33.1""N 72°38'45.8""W",Directorio Comisarias Ley 2126
68,SANTANDER,68689,SAN VICENTE DE CHUCURI,Municipio,6,1,1,Comisaría de Familia San Vicente de Chucurí - Palacio Municipal,Calle 9 # 04-186,3202736005,L-J: 7:00 a 12:00 - 14:00 a 18:00 V: 7:00 a 12:00 - 14:00 a 17:00,"6.879334,",-73.409803,"6°52'45.6""N 73°24'35.3""W",Directorio Comisarias Ley 2126
68,SANTANDER,68705,SANTA BARBARA,Municipio,6,1,1,Comisaría de Familia Santa Bárbara - Palacio Municipal,Carrera 3 # 4-50,NO TIENE,8:00 a 12:00 - 14:00 a 18:00,"6.990538,",-72.906680,"6°59'25.9""N 72°54'24.1""W",Directorio Comisarias Ley 2126
68,SANTANDER,68720,SANTA HELENA DEL OPON,Municipio,6,1,1,Comisaría de Familia Santa Helena del Opón - Palacio Municipal,Carrera 4 # 3-40,3163986378,L-V: 8:00 a 12:00 - 14:00 a 18:00,"6.339283,",-73.617006,"6°20'21.4""N 73°37'01.2""W",Directorio Comisarias Ley 2126
68,SANTANDER,68745,SIMACOTA,Municipio,6,1,1,Comisaría de Familia Simacota,Calle 3A #6-65,3502956386,L-J: 7:30 a 12:30 -14:00 a 18:00 V: 8:00 a 12:00,"6.443896,",-73.337654,"6°26'38.0""N 73°20'15.6""W",Directorio Comisarias Ley 2126
68,SANTANDER,68755,SOCORRO,Municipio,6,1,1,Comisaría de Familia Socorro,Calle 14 # 14-45,3507688076,L-V: 8:00 a 12:00 - 14:00 a 18:00,"6.470814,",-73.261594,"6°28'14.9""N 73°15'41.7""W",Directorio Comisarias Ley 2126
68,SANTANDER,68770,SUAITA,Municipio,6,1,1,Comisaría de Familia Suaita,Calle 5 # 8-32,3212037035,L-J: 8:00 a 12:00 - 14:00 a 18:00  D: 8:00 a 13:00,"6.102588,",-73.441943,"6°06'09.3""N 73°26'31.0""W",Directorio Comisarias Ley 2126
68,SANTANDER,68773,SUCRE,Municipio,6,1,1,Comisaría de Familia Sucre - Alcaldía Municipal,Calle 5 # 4 - 41,3125606014,L-J: 8:00 a 12:00 - 14:00 a 18:00  V: 7:00 a 15:00,"5.917655,",-73.791479,"5°55'03.6""N 73°47'29.3""W",Directorio Comisarias Ley 2126
68,SANTANDER,68780,SURATA,Municipio,6,1,1,Comisaría de Familia Suratá - Alcaldía Municipal,Carrera 4 # 4-19,NO TIENE,L-J: 8:00 a 12:00 - 14:00 a 18:00  V: 7:00 a 12:30 - 14:00 a 16:30,"7.367339,",-72.983366,"7°22'02.4""N 72°59'00.1""W",Directorio Comisarias Ley 2126
68,SANTANDER,68820,TONA,Municipio,6,1,1,Comisaría de Familia Tona,Carrera 3 # 8-17,3134628922,L-J: 8:00 a 12:00 - 14:00 a 18:00  V: 7:00 a 13:00,"7.202346,",-72.965748,"7°12'08.5""N 72°57'56.7""W",Directorio Comisarias Ley 2126
68,SANTANDER,68855,VALLE DE SAN JOSE,Municipio,6,1,1,Comisaría de Familia Valle de San José,Carrera 7 # 3-28,3182980912,L-V: 7:30 a 12:00 - 14:00 a 18:00,"6.448363,",-73.144154,"6°26'54.1""N 73°08'39.0""W",Directorio Comisarias Ley 2126
68,SANTANDER,68861,VELEZ,Municipio,6,1,1,Comisaría de Familia Vélez - Alcaldía Municipal,Calle 9 # 2-37,NO TIENE,L-V: 7:30 a 12:00 - 14:00 a 18:00,"6.011984,",-73.671968,"6°00'43.1""N 73°40'19.1""W",Directorio Comisarias Ley 2126
