expediente_id,municipio,tipo_proceso,despacho,anio_radicacion,ivf_score,carga_despacho,n_audiencias,apelacion,duracion_dias,terminado,tipo_proceso_enc,municipio_enc,despacho_enc,duracion_estimada,p75_duracion,riesgo
EXP-01640,CALI,ALIMENTOS,Comisaria_1_Familia,2024,70.34,1.1,4,1,648,1,0,8,0,585,459.0,Medio
EXP-04343,CALI,ALIMENTOS,Comisaria_1_Familia,2024,70.34,1.1,4,1,650,1,0,8,0,585,459.0,Medio
EXP-04533,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,70.34,0.95,1,1,596,1,1,8,4,585,451.0,Medio
EXP-05156,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,70.34,0.95,5,1,456,0,1,8,4,585,451.0,Medio
EXP-05541,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,70.34,0.95,5,1,679,1,1,8,4,585,451.0,Medio
EXP-08883,CALI,ALIMENTOS,Juzgado_2_Familia,2024,70.34,1.2,6,1,637,1,0,8,3,585,474.25,Medio
EXP-09539,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,70.34,0.95,4,1,642,1,1,8,4,585,451.0,Medio
EXP-09666,CALI,ALIMENTOS,Comisaria_1_Familia,2023,70.34,1.1,4,1,639,1,0,8,0,585,459.0,Medio
EXP-09705,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,70.34,1.05,5,1,704,1,0,8,6,585,439.0,Medio
EXP-09856,CALI,ALIMENTOS,Juzgado_2_Familia,2023,70.34,1.2,6,1,372,0,0,8,3,585,474.25,Medio
EXP-02444,CALI,ALIMENTOS,Comisaria_1_Familia,2022,70.34,1.1,3,1,614,1,0,8,0,584,459.0,Medio
EXP-03991,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2022,70.34,0.9,1,1,604,1,1,8,1,584,445.0,Medio
EXP-08516,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2020,70.34,1.25,10,0,611,1,1,8,5,584,522.0,Medio
EXP-09420,CALI,ALIMENTOS,Comisaria_2_Familia,2024,70.34,0.9,9,1,649,1,0,8,1,584,406.0,Medio
EXP-09674,CALI,ALIMENTOS,Comisaria_1_Familia,2022,70.34,1.1,3,1,637,1,0,8,0,584,459.0,Medio
EXP-11416,CALI,ALIMENTOS,Comisaria_1_Familia,2024,70.34,1.1,14,1,720,1,0,8,0,584,459.0,Medio
EXP-00485,CALI,ALIMENTOS,Comisaria_1_Familia,2022,70.34,1.1,1,1,660,1,0,8,0,583,459.0,Medio
EXP-01867,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,70.34,1.25,12,0,692,1,1,8,5,583,522.0,Medio
EXP-03175,CALI,ALIMENTOS,Comisaria_1_Familia,2022,70.34,1.1,1,1,602,1,0,8,0,583,459.0,Medio
EXP-03206,CALI,ALIMENTOS,Juzgado_2_Familia,2021,70.34,1.2,17,1,413,0,0,8,3,583,474.25,Medio
EXP-03302,CALI,ALIMENTOS,Comisaria_1_Familia,2021,70.34,1.1,2,1,669,1,0,8,0,583,459.0,Medio
EXP-03335,CALI,ALIMENTOS,Juzgado_1_Familia,2021,70.34,1.35,14,0,507,0,0,8,2,583,515.0,Medio
EXP-03956,CALI,ALIMENTOS,Comisaria_1_Familia,2021,70.34,1.1,2,1,615,1,0,8,0,583,459.0,Medio
EXP-04552,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,70.34,0.95,4,1,666,1,1,8,4,583,451.0,Medio
EXP-05429,CALI,ALIMENTOS,Comisaria_2_Familia,2024,70.34,0.9,8,1,608,1,0,8,1,583,406.0,Medio
EXP-06817,CALI,ALIMENTOS,Comisaria_2_Familia,2023,70.34,0.9,8,1,654,1,0,8,1,583,406.0,Medio
EXP-06833,CALI,ALIMENTOS,Comisaria_1_Familia,2021,70.34,1.1,2,1,615,1,0,8,0,583,459.0,Medio
EXP-07012,CALI,ALIMENTOS,Juzgado_2_Familia,2024,70.34,1.2,3,1,306,0,0,8,3,583,474.25,Medio
EXP-08521,CALI,ALIMENTOS,Comisaria_1_Familia,2022,70.34,1.1,1,1,565,1,0,8,0,583,459.0,Medio
EXP-09628,CALI,ALIMENTOS,Juzgado_2_Familia,2024,70.34,1.2,3,1,656,1,0,8,3,583,474.25,Medio
EXP-10754,CALI,ALIMENTOS,Juzgado_2_Familia,2024,70.34,1.2,3,1,678,1,0,8,3,583,474.25,Medio
EXP-00638,CALI,ALIMENTOS,Juzgado_2_Familia,2023,70.34,1.2,4,1,661,1,0,8,3,582,474.25,Medio
EXP-04168,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,70.34,1.25,2,1,672,1,0,8,5,582,483.25,Medio
EXP-05124,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,70.34,1.25,1,1,645,1,0,8,5,582,483.25,Medio
EXP-05704,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,70.34,1.25,3,1,672,1,0,8,5,582,483.25,Medio
EXP-02074,CALI,ALIMENTOS,Juzgado_2_Familia,2021,70.34,1.2,3,1,493,0,0,8,3,581,474.25,Medio
EXP-04791,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,70.34,1.25,5,1,341,0,0,8,5,581,483.25,Medio
EXP-04927,CALI,ALIMENTOS,Comisaria_1_Familia,2024,70.34,1.1,2,1,579,1,0,8,0,581,459.0,Medio
EXP-05040,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,70.34,1.35,5,0,633,1,1,8,2,581,543.0,Medio
EXP-05711,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,70.34,1.25,5,1,712,1,0,8,5,581,483.25,Medio
EXP-06355,CALI,ALIMENTOS,Comisaria_1_Familia,2024,70.34,1.1,2,1,702,1,0,8,0,581,459.0,Medio
EXP-08624,CALI,ALIMENTOS,Juzgado_2_Familia,2021,70.34,1.2,3,1,646,1,0,8,3,581,474.25,Medio
EXP-09235,JAMUNDI,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,2.64,1.25,16,1,622,1,0,21,5,581,483.25,Medio
EXP-10117,CALI,ALIMENTOS,Comisaria_1_Familia,2022,70.34,1.1,2,1,621,1,0,8,0,581,459.0,Medio
EXP-10330,CALI,ALIMENTOS,Comisaria_1_Familia,2024,70.34,1.1,2,1,612,1,0,8,0,581,459.0,Medio
EXP-10636,CALI,ALIMENTOS,Comisaria_1_Familia,2023,70.34,1.1,2,1,629,1,0,8,0,581,459.0,Medio
EXP-10768,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,70.34,0.95,3,1,329,0,1,8,4,581,451.0,Medio
EXP-11145,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,70.34,1.35,5,0,637,1,1,8,2,581,543.0,Medio
EXP-11208,CALI,ALIMENTOS,Juzgado_2_Familia,2021,70.34,1.2,3,1,577,1,0,8,3,581,474.25,Medio
EXP-11687,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,70.34,1.25,5,1,675,1,0,8,5,581,483.25,Medio
EXP-00704,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,70.34,0.95,2,1,672,1,1,8,4,580,451.0,Medio
EXP-01407,CALI,ALIMENTOS,Comisaria_1_Familia,2020,70.34,1.1,1,1,602,1,0,8,0,580,459.0,Medio
EXP-02839,CALI,ALIMENTOS,Juzgado_2_Familia,2023,70.34,1.2,2,1,516,0,0,8,3,580,474.25,Medio
EXP-04244,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,70.34,1.35,13,0,347,0,1,8,2,580,543.0,Medio
EXP-04315,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,70.34,1.25,13,0,638,1,0,8,5,580,483.25,Medio
EXP-05263,CALI,ALIMENTOS,Juzgado_2_Familia,2020,70.34,1.2,4,1,658,1,0,8,3,580,474.25,Medio
EXP-07601,CALI,ALIMENTOS,Juzgado_2_Familia,2023,70.34,1.2,2,1,662,1,0,8,3,580,474.25,Medio
EXP-07610,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2020,70.34,0.9,3,1,632,1,1,8,1,580,445.0,Medio
EXP-08209,CALI,ALIMENTOS,Juzgado_2_Familia,2020,70.34,1.2,4,1,655,1,0,8,3,580,474.25,Medio
EXP-11432,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,70.34,0.95,2,1,610,1,1,8,4,580,451.0,Medio
EXP-01001,CALI,ALIMENTOS,Juzgado_3_Familia,2022,70.34,0.95,7,1,662,1,0,8,4,579,410.0,Medio
EXP-01331,CALI,ALIMENTOS,Juzgado_2_Familia,2022,70.34,1.2,6,1,339,0,0,8,3,579,474.25,Medio
EXP-01565,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,70.34,1.05,1,1,630,1,0,8,6,579,439.0,Medio
EXP-01861,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,70.34,1.05,1,1,617,1,0,8,6,579,439.0,Medio
EXP-02646,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,70.34,1.05,4,1,607,1,0,8,6,579,439.0,Medio
EXP-02706,CALI,ALIMENTOS,Comisaria_2_Familia,2022,70.34,0.9,12,1,661,1,0,8,1,579,406.0,Medio
EXP-03827,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,70.34,1.25,15,0,676,1,0,8,5,579,483.25,Medio
EXP-04282,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,70.34,1.05,1,1,609,1,0,8,6,579,439.0,Medio
EXP-04336,CALI,ALIMENTOS,Comisaria_1_Familia,2024,70.34,1.1,1,1,598,1,0,8,0,579,459.0,Medio
EXP-05185,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,70.34,0.9,4,1,638,1,1,8,1,579,445.0,Medio
EXP-05320,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,70.34,1.05,4,1,657,1,0,8,6,579,439.0,Medio
EXP-09256,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,70.34,0.95,3,1,594,1,1,8,4,579,451.0,Medio
EXP-10452,CALI,ALIMENTOS,Comisaria_1_Familia,2024,70.34,1.1,1,1,591,1,0,8,0,579,459.0,Medio
EXP-10560,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,70.34,1.05,1,1,605,1,0,8,6,579,439.0,Medio
EXP-10955,CALI,ALIMENTOS,Comisaria_1_Familia,2023,70.34,1.1,1,1,605,1,0,8,0,579,459.0,Medio
EXP-02952,CALI,ALIMENTOS,Juzgado_2_Familia,2021,70.34,1.2,1,1,625,1,0,8,3,578,474.25,Medio
EXP-05955,CALI,ALIMENTOS,Juzgado_2_Familia,2021,70.34,1.2,1,1,646,1,0,8,3,578,474.25,Medio
EXP-06757,CALI,ALIMENTOS,Comisaria_2_Familia,2022,70.34,0.9,7,1,601,1,0,8,1,578,406.0,Medio
EXP-08039,CALI,ALIMENTOS,Juzgado_2_Familia,2021,70.34,1.2,1,1,319,0,0,8,3,578,474.25,Medio
EXP-08419,CALI,ALIMENTOS,Comisaria_1_Familia,2020,70.34,1.1,2,1,245,0,0,8,0,578,459.0,Medio
EXP-09771,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,70.34,0.9,13,1,718,1,1,8,1,578,445.0,Medio
EXP-10281,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,70.34,1.05,4,1,628,1,0,8,6,578,439.0,Medio
EXP-11071,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,70.34,1.05,4,1,621,1,0,8,6,578,439.0,Medio
EXP-11465,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,70.34,1.2,10,0,566,1,1,8,3,578,516.0,Medio
EXP-01189,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2020,70.34,1.05,4,1,625,1,0,8,6,577,439.0,Medio
EXP-02947,CALI,ALIMENTOS,Juzgado_2_Familia,2022,70.34,1.2,1,1,619,1,0,8,3,577,474.25,Medio
EXP-05912,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,70.34,1.25,4,1,669,1,0,8,5,577,483.25,Medio
EXP-06215,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,70.34,1.25,4,1,703,1,0,8,5,577,483.25,Medio
EXP-06500,CALI,ALIMENTOS,Juzgado_2_Familia,2022,70.34,1.2,1,1,391,0,0,8,3,577,474.25,Medio
EXP-07641,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2020,70.34,1.05,4,1,647,1,0,8,6,577,439.0,Medio
EXP-08729,CALI,ALIMENTOS,Juzgado_2_Familia,2022,70.34,1.2,4,1,667,1,0,8,3,577,474.25,Medio
EXP-10207,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,70.34,1.25,1,1,353,0,0,8,5,577,483.25,Medio
EXP-00214,CALI,ALIMENTOS,Juzgado_2_Familia,2023,70.34,1.2,1,1,485,0,0,8,3,576,474.25,Medio
EXP-00243,CALI,ALIMENTOS,Juzgado_1_Familia,2020,70.34,1.35,12,0,614,1,0,8,2,576,515.0,Medio
EXP-00667,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,70.34,1.05,3,1,596,1,0,8,6,576,439.0,Medio
EXP-00900,CALI,ALIMENTOS,Juzgado_2_Familia,2020,70.34,1.2,1,1,623,1,0,8,3,576,474.25,Medio
EXP-01488,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,70.34,1.05,1,1,548,1,0,8,6,576,439.0,Medio
EXP-02972,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,70.34,1.25,3,1,703,1,0,8,5,576,483.25,Medio
EXP-03704,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,70.34,1.05,1,1,586,1,0,8,6,576,439.0,Medio
EXP-04105,CALI,ALIMENTOS,Juzgado_2_Familia,2022,70.34,1.2,2,1,654,1,0,8,3,576,474.25,Medio
EXP-05680,CALI,ALIMENTOS,Juzgado_2_Familia,2020,70.34,1.2,1,1,678,1,0,8,3,576,474.25,Medio
EXP-07082,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2021,70.34,1.25,8,0,668,1,1,8,5,576,522.0,Medio
EXP-07328,CALI,ALIMENTOS,Juzgado_2_Familia,2023,70.34,1.2,1,1,611,1,0,8,3,576,474.25,Medio
EXP-07523,CALI,ALIMENTOS,Juzgado_2_Familia,2024,70.34,1.2,1,1,621,1,0,8,3,576,474.25,Medio
EXP-08442,CALI,ALIMENTOS,Juzgado_2_Familia,2023,70.34,1.2,1,1,610,1,0,8,3,576,474.25,Medio
EXP-08444,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2020,70.34,1.25,8,0,654,1,1,8,5,576,522.0,Medio
EXP-08893,CALI,ALIMENTOS,Juzgado_2_Familia,2024,70.34,1.2,1,1,669,1,0,8,3,576,474.25,Medio
EXP-00461,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,70.34,1.05,3,1,623,1,0,8,6,575,439.0,Medio
EXP-02846,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,70.34,0.9,3,1,673,1,1,8,1,575,445.0,Medio
EXP-05919,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2020,70.34,1.05,1,1,614,1,0,8,6,575,439.0,Medio
EXP-09061,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,70.34,0.9,1,1,630,1,1,8,1,575,445.0,Medio
EXP-10430,CALI,ALIMENTOS,Juzgado_3_Familia,2024,70.34,0.95,7,1,629,1,0,8,4,575,410.0,Medio
EXP-10819,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,70.34,0.9,3,1,607,1,1,8,1,575,445.0,Medio
EXP-00412,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,70.34,1.05,1,1,609,1,0,8,6,574,439.0,Medio
EXP-02056,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,70.34,1.05,1,1,500,0,0,8,6,574,439.0,Medio
EXP-02633,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,70.34,1.05,1,1,603,1,0,8,6,574,439.0,Medio
EXP-03045,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,70.34,1.05,2,1,619,1,0,8,6,574,439.0,Medio
EXP-04815,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,70.34,1.05,1,1,596,1,0,8,6,574,439.0,Medio
EXP-06643,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,70.34,1.2,9,0,626,1,1,8,3,574,516.0,Medio
EXP-09602,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,70.34,1.05,1,1,637,1,0,8,6,574,439.0,Medio
EXP-02175,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2021,70.34,1.1,9,0,560,1,1,8,0,573,498.75,Medio
EXP-05427,CALIMA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,0.3199999999999999,1.25,19,1,629,1,0,9,5,573,483.25,Medio
EXP-08800,CALI,ALIMENTOS,Juzgado_1_Familia,2024,70.34,1.35,12,0,615,1,0,8,2,573,515.0,Medio
EXP-10193,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,70.34,1.25,9,0,669,1,1,8,5,573,522.0,Medio
EXP-00282,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2022,70.34,0.9,2,1,638,1,1,8,1,572,445.0,Medio
EXP-00386,CALI,ALIMENTOS,Comisaria_2_Familia,2024,70.34,0.9,7,1,384,0,0,8,1,572,406.0,Medio
EXP-01098,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,70.34,1.05,2,1,248,0,0,8,6,572,439.0,Medio
EXP-01988,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,70.34,1.05,2,1,616,1,0,8,6,572,439.0,Medio
EXP-04612,CALI,ALIMENTOS,Comisaria_2_Familia,2024,70.34,0.9,7,1,629,1,0,8,1,572,406.0,Medio
EXP-08195,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,70.34,1.05,2,1,626,1,0,8,6,572,439.0,Medio
EXP-02290,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,70.34,1.2,10,0,619,1,1,8,3,571,516.0,Medio
EXP-05121,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2021,70.34,1.35,5,0,630,1,1,8,2,571,543.0,Medio
EXP-10787,CARTAGO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,5.56,1.35,12,1,647,1,1,11,2,570,543.0,Medio
EXP-03262,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2020,70.34,1.05,2,1,634,1,0,8,6,569,439.0,Medio
EXP-03282,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,70.34,1.35,4,0,586,1,1,8,2,569,543.0,Medio
EXP-03345,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,70.34,1.2,8,0,582,1,1,8,3,569,516.0,Medio
EXP-05877,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,70.34,1.35,4,0,638,1,1,8,2,569,543.0,Medio
EXP-07530,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,70.34,1.35,4,0,581,1,1,8,2,569,543.0,Medio
EXP-11507,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,70.34,1.35,4,0,640,1,1,8,2,569,543.0,Medio
EXP-11668,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,70.34,1.35,2,0,493,0,1,8,2,569,543.0,Medio
EXP-01969,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,70.34,1.35,1,0,643,1,1,8,2,568,543.0,Medio
EXP-02510,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,70.34,1.35,1,0,618,1,1,8,2,568,543.0,Medio
EXP-05223,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,70.34,1.35,1,0,560,1,1,8,2,568,543.0,Medio
EXP-08280,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,70.34,1.2,12,0,675,1,1,8,3,568,516.0,Medio
EXP-09626,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2020,70.34,0.9,2,1,656,1,1,8,1,568,445.0,Medio
EXP-09629,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,70.34,1.35,1,0,610,1,1,8,2,568,543.0,Medio
EXP-10125,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,70.34,1.35,1,0,597,1,1,8,2,568,543.0,Medio
EXP-00749,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,70.34,1.35,3,0,613,1,1,8,2,567,543.0,Medio
EXP-02890,CALI,ALIMENTOS,Juzgado_1_Familia,2024,70.34,1.35,8,0,591,1,0,8,2,567,515.0,Medio
EXP-03305,CALI,ALIMENTOS,Juzgado_1_Familia,2023,70.34,1.35,8,0,562,1,0,8,2,567,515.0,Medio
EXP-05020,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,70.34,1.35,3,0,656,1,1,8,2,567,543.0,Medio
EXP-08132,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,70.34,1.2,7,0,609,1,1,8,3,567,516.0,Medio
EXP-11132,CALI,ALIMENTOS,Juzgado_1_Familia,2024,70.34,1.35,8,0,593,1,0,8,2,567,515.0,Medio
EXP-11940,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,70.34,1.25,13,0,669,1,1,8,5,567,522.0,Medio
EXP-01100,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,70.34,0.9,2,1,461,0,1,8,1,566,445.0,Medio
EXP-02055,CALI,ALIMENTOS,Comisaria_2_Familia,2021,70.34,0.9,5,1,605,1,0,8,1,566,406.0,Medio
EXP-05280,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,70.34,0.9,2,1,596,1,1,8,1,566,445.0,Medio
EXP-05779,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,70.34,1.2,7,0,602,1,1,8,3,566,516.0,Medio
EXP-09779,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,70.34,1.25,7,0,602,1,1,8,5,566,522.0,Medio
EXP-11785,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,70.34,0.9,2,1,376,0,1,8,1,566,445.0,Medio
EXP-03314,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,70.34,1.2,10,0,579,1,1,8,3,565,516.0,Medio
EXP-04359,CALI,ALIMENTOS,Comisaria_2_Familia,2020,70.34,0.9,6,1,636,1,0,8,1,565,406.0,Medio
EXP-07177,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,70.34,1.1,9,0,257,0,1,8,0,565,498.75,Medio
EXP-09030,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,3.08,1.35,13,1,619,1,1,10,2,565,543.0,Medio
EXP-11332,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,70.34,1.2,10,0,520,0,1,8,3,565,516.0,Medio
EXP-01078,CALI,ALIMENTOS,Juzgado_3_Familia,2022,70.34,0.95,1,1,596,1,0,8,4,564,410.0,Medio
EXP-03498,CALI,ALIMENTOS,Juzgado_3_Familia,2022,70.34,0.95,1,1,572,1,0,8,4,564,410.0,Medio
EXP-03543,CALI,ALIMENTOS,Juzgado_3_Familia,2022,70.34,0.95,1,1,590,1,0,8,4,564,410.0,Medio
EXP-06214,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,70.34,1.2,8,0,614,1,1,8,3,564,516.0,Medio
EXP-06309,EL DOVIO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,0.1,1.25,12,1,567,1,1,16,5,564,522.0,Medio
EXP-10257,CALI,ALIMENTOS,Juzgado_3_Familia,2022,70.34,0.95,1,1,584,1,0,8,4,564,410.0,Medio
EXP-11447,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,70.34,1.25,8,0,614,1,1,8,5,564,522.0,Medio
EXP-01180,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2021,70.34,1.1,7,0,531,1,1,8,0,563,498.75,Medio
EXP-02086,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2022,70.34,1.1,10,0,638,1,1,8,0,563,498.75,Medio
EXP-07007,CALI,ALIMENTOS,Juzgado_1_Familia,2021,70.34,1.35,10,0,636,1,0,8,2,563,515.0,Medio
EXP-08705,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2021,70.34,1.1,7,0,549,1,1,8,0,563,498.75,Medio
EXP-09042,CALI,ALIMENTOS,Juzgado_3_Familia,2021,70.34,0.95,4,1,591,1,0,8,4,563,410.0,Medio
EXP-11634,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2022,70.34,1.1,10,0,631,1,1,8,0,563,498.75,Medio
EXP-01023,CALI,ALIMENTOS,Juzgado_3_Familia,2022,70.34,0.95,5,1,611,1,0,8,4,562,410.0,Medio
EXP-00390,CALI,ALIMENTOS,Juzgado_1_Familia,2024,70.34,1.35,7,0,589,1,0,8,2,561,515.0,Medio
EXP-02932,CALI,ALIMENTOS,Juzgado_1_Familia,2023,70.34,1.35,7,0,590,1,0,8,2,561,515.0,Medio
EXP-02946,CALI,ALIMENTOS,Juzgado_1_Familia,2021,70.34,1.35,8,0,601,1,0,8,2,561,515.0,Medio
EXP-03065,CALI,ALIMENTOS,Juzgado_1_Familia,2023,70.34,1.35,7,0,609,1,0,8,2,561,515.0,Medio
EXP-03341,CALI,ALIMENTOS,Juzgado_1_Familia,2023,70.34,1.35,7,0,602,1,0,8,2,561,515.0,Medio
EXP-04207,CALI,ALIMENTOS,Juzgado_3_Familia,2024,70.34,0.95,5,1,624,1,0,8,4,561,410.0,Medio
EXP-05122,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,70.34,1.1,8,0,564,1,1,8,0,561,498.75,Medio
EXP-05742,CALI,ALIMENTOS,Juzgado_1_Familia,2023,70.34,1.35,7,0,608,1,0,8,2,561,515.0,Medio
EXP-06584,CALI,ALIMENTOS,Juzgado_1_Familia,2021,70.34,1.35,8,0,557,1,0,8,2,561,515.0,Medio
EXP-07283,CALI,ALIMENTOS,Juzgado_3_Familia,2021,70.34,0.95,3,1,617,1,0,8,4,561,410.0,Medio
EXP-07405,CALI,ALIMENTOS,Juzgado_3_Familia,2021,70.34,0.95,3,1,575,1,0,8,4,561,410.0,Medio
EXP-08068,CALI,ALIMENTOS,Juzgado_3_Familia,2023,70.34,0.95,5,1,258,0,0,8,4,561,410.0,Medio
EXP-10829,CALI,ALIMENTOS,Juzgado_1_Familia,2023,70.34,1.35,7,0,355,0,0,8,2,561,515.0,Medio
EXP-01628,CALI,ALIMENTOS,Juzgado_3_Familia,2023,70.34,0.95,1,1,616,1,0,8,4,560,410.0,Medio
EXP-03413,TULUA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,3.34,1.35,12,1,673,1,1,36,2,560,543.0,Medio
EXP-04001,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,70.34,1.2,7,0,593,1,1,8,3,560,516.0,Medio
EXP-04774,CALI,ALIMENTOS,Juzgado_3_Familia,2024,70.34,0.95,1,1,617,1,0,8,4,560,410.0,Medio
EXP-04982,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,70.34,1.35,5,0,603,1,1,8,2,560,543.0,Medio
