expediente_id,municipio,tipo_proceso,despacho,anio_radicacion,ivf_score,carga_despacho,n_audiencias,apelacion,duracion_dias,terminado
EXP-03187,CAICEDONIA,ALIMENTOS,Juzgado_3_Familia,2024,1.28,0.95,2,0,238,1
EXP-03188,BUENAVENTURA,VIF,Juzgado_3_Familia,2024,3.34,0.95,1,0,119,0
EXP-03189,PALMIRA,ALIMENTOS,Juzgado_1_Familia,2020,11.54,1.35,4,1,532,1
EXP-03190,PALMIRA,VIF,Juzgado_3_Familia,2020,11.54,0.95,1,0,211,1
EXP-03191,OBANDO,SUSTANCIAS,Comisaria_2_Familia,2022,0.38,0.9,7,0,221,1
EXP-03192,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2020,3.34,1.25,1,1,452,1
EXP-03193,DAGUA,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,1.3666666666666665,1.05,2,0,176,0
EXP-03194,GUADALAJARA DE BUGA,VIF,Comisaria_2_Familia,2024,6.6,0.9,3,0,195,1
EXP-03195,CALI,VIF,Juzgado_Penal_Municipal_2,2024,70.34,1.05,6,0,447,1
EXP-03196,ZARZAL,HURTO_PATRIMONIAL,Juzgado_3_Familia,2020,1.12,0.95,2,1,364,1
EXP-03197,YUMBO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,3.5,1.05,1,0,339,1
EXP-03198,ROLDANILLO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,1.26,0.95,3,0,279,1
EXP-03199,CALI,ALIMENTOS,Juzgado_2_Familia,2022,70.34,1.2,4,0,513,1
EXP-03200,CARTAGO,VIF,Juzgado_3_Familia,2024,5.56,0.95,7,0,246,1
EXP-03201,SEVILLA,SUSTANCIAS,Juzgado_3_Familia,2023,1.62,0.95,10,0,287,1
EXP-03202,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,70.34,1.25,1,0,341,0
EXP-03203,CALI,VIF,Juzgado_1_Familia,2023,70.34,1.35,3,0,467,1
EXP-03204,BUENAVENTURA,ALIMENTOS,Comisaria_2_Familia,2024,3.34,0.9,4,1,392,1
EXP-03205,EL CAIRO,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,0.1,0.9,4,1,434,1
EXP-03206,CALI,ALIMENTOS,Juzgado_2_Familia,2021,70.34,1.2,17,1,413,0
EXP-03207,LA CUMBRE,ALIMENTOS,Juzgado_2_Familia,2021,0.24,1.2,4,0,346,1
EXP-03208,TULUA,VIF,Juzgado_2_Familia,2022,3.34,1.2,3,0,259,1
EXP-03209,CANDELARIA,VIF,Comisaria_2_Familia,2023,3.08,0.9,3,0,198,1
EXP-03210,TRUJILLO,SUSTANCIAS,Comisaria_2_Familia,2023,0.225,0.9,3,0,142,0
EXP-03211,SAN PEDRO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,0.3,1.2,1,0,317,1
EXP-03212,YOTOCO,VIF,Juzgado_Penal_Municipal_1,2023,0.58,1.25,3,0,247,1
EXP-03213,CALI,VIF,Juzgado_Penal_Municipal_1,2022,70.34,1.25,5,0,475,1
EXP-03214,RIOFRIO,VIF,Comisaria_2_Familia,2022,0.175,0.9,1,0,153,1
EXP-03215,CANDELARIA,ALIMENTOS,Comisaria_2_Familia,2021,3.08,0.9,5,0,236,1
EXP-03216,GINEBRA,VIF,Juzgado_Penal_Municipal_1,2024,0.6,1.25,7,0,287,1
EXP-03217,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,2.64,0.95,3,0,315,1
EXP-03218,CALI,VIF,Juzgado_1_Familia,2023,70.34,1.35,8,0,523,1
EXP-03219,SEVILLA,VIF,Juzgado_Penal_Municipal_1,2022,1.62,1.25,3,0,239,1
EXP-03220,SEVILLA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2020,1.62,0.95,7,1,336,0
EXP-03221,SIN_DATO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2021,2.2,1.05,4,0,274,0
EXP-03222,YUMBO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,3.5,1.35,2,0,288,0
EXP-03223,SEVILLA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,1.62,1.35,6,0,426,1
EXP-03224,BUENAVENTURA,ALIMENTOS,Juzgado_2_Familia,2022,3.34,1.2,7,0,339,1
EXP-03225,CALI,SUSTANCIAS,Comisaria_2_Familia,2023,70.34,0.9,8,0,183,0
EXP-03226,GUACARI,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,1.48,1.05,2,0,245,1
EXP-03227,YUMBO,VIF,Comisaria_1_Familia,2021,3.5,1.1,9,0,264,1
EXP-03228,OBANDO,ALIMENTOS,Juzgado_1_Familia,2020,0.38,1.35,2,1,497,1
EXP-03229,GUADALAJARA DE BUGA,VIF,Comisaria_1_Familia,2022,6.6,1.1,3,0,237,1
EXP-03230,CARTAGO,VIF,Juzgado_Penal_Municipal_1,2024,5.56,1.25,4,0,282,1
EXP-03231,TRUJILLO,VIF,Juzgado_2_Familia,2024,0.225,1.2,1,0,200,1
EXP-03232,BUENAVENTURA,VIF,Juzgado_Penal_Municipal_2,2020,3.34,1.05,3,0,242,1
EXP-03233,BOLIVAR,VIF,Comisaria_1_Familia,2024,0.2333333333333333,1.1,1,0,182,1
EXP-03234,ZARZAL,ALIMENTOS,Juzgado_1_Familia,2024,1.12,1.35,1,0,195,0
EXP-03235,CANDELARIA,ALIMENTOS,Juzgado_1_Familia,2020,3.08,1.35,2,1,471,1
EXP-03236,ANDALUCIA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,0.38,1.25,15,1,279,0
EXP-03237,BOLIVAR,SUSTANCIAS,Juzgado_Penal_Municipal_1,2022,0.2333333333333333,1.25,3,0,258,1
EXP-03238,ROLDANILLO,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,1.26,0.9,6,1,489,1
EXP-03239,ANSERMANUEVO,VIF,Juzgado_Penal_Municipal_1,2023,0.2,1.25,9,0,303,1
EXP-03240,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_1_Familia,2020,6.6,1.1,1,0,305,1
EXP-03241,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,1.1,0.95,6,1,455,1
EXP-03242,ROLDANILLO,VIF,Comisaria_2_Familia,2021,1.26,0.9,9,0,158,0
EXP-03243,BUENAVENTURA,SUSTANCIAS,Juzgado_3_Familia,2022,3.34,0.95,6,0,252,1
EXP-03244,YUMBO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,3.5,0.95,6,0,319,1
EXP-03245,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,2.64,0.95,2,0,306,1
EXP-03246,CARTAGO,ALIMENTOS,Juzgado_1_Familia,2024,5.56,1.35,8,0,382,1
EXP-03247,FLORIDA,ALIMENTOS,Juzgado_1_Familia,2021,0.8,1.35,4,0,299,1
EXP-03248,ROLDANILLO,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,1.26,1.25,1,1,483,1
EXP-03249,CARTAGO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,5.56,1.25,2,0,399,1
EXP-03250,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,6.6,0.95,3,0,299,1
EXP-03251,DAGUA,VIF,Comisaria_1_Familia,2020,1.3666666666666665,1.1,13,0,288,1
EXP-03252,YUMBO,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,3.5,1.05,5,0,285,1
EXP-03253,LA VICTORIA,ALIMENTOS,Comisaria_1_Familia,2023,0.1666666666666666,1.1,1,0,282,1
EXP-03254,CARTAGO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,5.56,1.25,3,0,409,1
EXP-03255,CALI,VIF,Juzgado_Penal_Municipal_2,2023,70.34,1.05,3,0,248,0
EXP-03256,LA UNION,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,0.575,1.25,4,1,461,1
EXP-03257,FLORIDA,ALIMENTOS,Juzgado_2_Familia,2024,0.8,1.2,2,0,294,1
EXP-03258,GUACARI,VIF,Juzgado_Penal_Municipal_1,2024,1.48,1.25,3,0,269,1
EXP-03259,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,1.1,1.35,4,0,415,1
EXP-03260,LA CUMBRE,VIF,Comisaria_1_Familia,2024,0.24,1.1,4,0,220,1
EXP-03261,CAICEDONIA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,1.28,1.2,4,0,406,1
EXP-03262,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2020,70.34,1.05,2,1,634,1
EXP-03263,CANDELARIA,VIF,Juzgado_2_Familia,2022,3.08,1.2,6,0,283,1
EXP-03264,CARTAGO,ALIMENTOS,Comisaria_2_Familia,2024,5.56,0.9,5,0,158,0
EXP-03265,SEVILLA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2021,1.62,1.25,3,0,350,1
EXP-03266,PALMIRA,VIF,Comisaria_1_Familia,2022,11.54,1.1,7,0,291,1
EXP-03267,CALI,VIF,Comisaria_2_Familia,2023,70.34,0.9,3,0,389,1
EXP-03268,CARTAGO,VIF,Juzgado_3_Familia,2024,5.56,0.95,6,0,210,1
EXP-03269,BUENAVENTURA,VIF,Juzgado_1_Familia,2024,3.34,1.35,3,0,286,1
EXP-03270,ANSERMANUEVO,VIF,Juzgado_3_Familia,2024,0.2,0.95,1,0,151,1
EXP-03271,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,0.8,1.25,4,1,452,1
EXP-03272,PALMIRA,SUSTANCIAS,Juzgado_1_Familia,2022,11.54,1.35,13,0,441,1
EXP-03273,CALI,VIF,Juzgado_Penal_Municipal_1,2021,70.34,1.25,2,0,418,1
EXP-03274,SEVILLA,ALIMENTOS,Juzgado_2_Familia,2023,1.62,1.2,2,0,216,0
EXP-03275,PALMIRA,ALIMENTOS,Juzgado_3_Familia,2023,11.54,0.95,9,0,351,1
EXP-03276,PALMIRA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,11.54,1.2,6,0,410,1
EXP-03277,CALI,ALIMENTOS,Juzgado_1_Familia,2020,70.34,1.35,5,1,682,0
EXP-03278,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,3.08,1.25,1,0,303,1
EXP-03279,ROLDANILLO,VIF,Juzgado_Penal_Municipal_2,2024,1.26,1.05,1,0,203,1
EXP-03280,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_3_Familia,2021,6.6,0.95,4,0,260,1
EXP-03281,GUADALAJARA DE BUGA,SUSTANCIAS,Juzgado_2_Familia,2024,6.6,1.2,1,0,281,1
EXP-03282,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,70.34,1.35,4,0,586,1
EXP-03283,PALMIRA,VIF,Juzgado_3_Familia,2024,11.54,0.95,4,0,225,1
EXP-03284,GUADALAJARA DE BUGA,SUSTANCIAS,Juzgado_1_Familia,2024,6.6,1.35,7,0,337,1
EXP-03285,PALMIRA,VIF,Juzgado_2_Familia,2023,11.54,1.2,6,0,286,1
EXP-03286,GUADALAJARA DE BUGA,SUSTANCIAS,Juzgado_Penal_Municipal_2,2024,6.6,1.05,7,0,273,1
EXP-03287,ZARZAL,ALIMENTOS,Juzgado_2_Familia,2024,1.12,1.2,2,1,331,0
EXP-03288,GUACARI,SUSTANCIAS,Juzgado_1_Familia,2023,1.48,1.35,1,0,246,1
EXP-03289,CANDELARIA,VIF,Juzgado_2_Familia,2023,3.08,1.2,2,0,134,0
EXP-03290,ZARZAL,ALIMENTOS,Juzgado_3_Familia,2022,1.12,0.95,1,0,238,1
EXP-03291,CALI,ALIMENTOS,Juzgado_1_Familia,2024,70.34,1.35,5,1,690,1
EXP-03292,PALMIRA,ALIMENTOS,Juzgado_2_Familia,2024,11.54,1.2,3,1,478,1
EXP-03293,SIN_DATO,VIF,Juzgado_2_Familia,2024,2.2,1.2,2,0,266,1
EXP-03294,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,70.34,1.25,6,1,489,0
EXP-03295,GUACARI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2021,1.48,1.05,1,1,478,1
EXP-03296,EL CERRITO,VIF,Juzgado_Penal_Municipal_1,2021,1.1,1.25,8,0,289,1
EXP-03297,DAGUA,VIF,Comisaria_2_Familia,2023,1.3666666666666665,0.9,3,0,150,1
EXP-03298,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_1_Familia,2021,6.6,1.1,8,1,215,0
EXP-03299,CARTAGO,ALIMENTOS,Juzgado_1_Familia,2022,5.56,1.35,1,0,354,1
EXP-03300,CAICEDONIA,VIF,Comisaria_2_Familia,2024,1.28,0.9,2,0,170,1
EXP-03301,CALIMA,ALIMENTOS,Juzgado_2_Familia,2021,0.3199999999999999,1.2,5,1,381,0
EXP-03302,CALI,ALIMENTOS,Comisaria_1_Familia,2021,70.34,1.1,2,1,669,1
EXP-03303,RESTREPO,VIF,Juzgado_2_Familia,2022,0.24,1.2,2,0,196,1
EXP-03304,GUADALAJARA DE BUGA,VIF,Comisaria_2_Familia,2024,6.6,0.9,2,0,195,1
EXP-03305,CALI,ALIMENTOS,Juzgado_1_Familia,2023,70.34,1.35,8,0,562,1
EXP-03306,SAN PEDRO,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,0.3,1.25,5,0,353,1
EXP-03307,TULUA,VIF,Juzgado_3_Familia,2023,3.34,0.95,1,0,197,1
EXP-03308,ZARZAL,ALIMENTOS,Juzgado_1_Familia,2022,1.12,1.35,6,0,352,1
EXP-03309,SIN_DATO,ALIMENTOS,Comisaria_2_Familia,2022,2.2,0.9,2,0,221,1
EXP-03310,PALMIRA,VIF,Comisaria_2_Familia,2023,11.54,0.9,14,0,278,1
EXP-03311,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,70.34,0.9,1,0,421,1
EXP-03312,PALMIRA,VIF,Comisaria_2_Familia,2024,11.54,0.9,7,0,169,0
EXP-03313,PALMIRA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,11.54,0.95,1,1,401,1
EXP-03314,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,70.34,1.2,10,0,579,1
EXP-03315,CANDELARIA,SUSTANCIAS,Juzgado_3_Familia,2024,3.08,0.95,4,0,238,1
EXP-03316,PALMIRA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2022,11.54,1.1,4,1,505,1
EXP-03317,GUADALAJARA DE BUGA,SUSTANCIAS,Juzgado_Penal_Municipal_2,2024,6.6,1.05,10,0,284,1
EXP-03318,CALI,ALIMENTOS,Juzgado_3_Familia,2021,70.34,0.95,2,0,476,1
EXP-03319,CALI,VIF,Comisaria_1_Familia,2023,70.34,1.1,2,0,266,0
EXP-03320,GUADALAJARA DE BUGA,VIF,Juzgado_Penal_Municipal_2,2020,6.6,1.05,4,0,226,1
EXP-03321,CAICEDONIA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,1.28,1.25,3,0,373,1
EXP-03322,GUADALAJARA DE BUGA,SUSTANCIAS,Juzgado_Penal_Municipal_1,2023,6.6,1.25,1,0,204,1
EXP-03323,PALMIRA,VIF,Juzgado_1_Familia,2021,11.54,1.35,2,0,309,1
EXP-03324,GUACARI,ALIMENTOS,Juzgado_2_Familia,2021,1.48,1.2,9,1,504,1
EXP-03325,SAN PEDRO,ALIMENTOS,Comisaria_2_Familia,2023,0.3,0.9,4,0,259,1
EXP-03326,PALMIRA,VIF,Juzgado_1_Familia,2020,11.54,1.35,2,0,287,1
EXP-03327,TULUA,ALIMENTOS,Juzgado_1_Familia,2023,3.34,1.35,3,0,329,1
EXP-03328,CALI,VIF,Juzgado_Penal_Municipal_2,2022,70.34,1.05,12,0,415,0
EXP-03329,YUMBO,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,3.5,1.05,4,0,246,0
EXP-03330,CALI,VIF,Juzgado_2_Familia,2024,70.34,1.2,15,0,553,1
EXP-03331,VIJES,ALIMENTOS,Comisaria_2_Familia,2022,0.175,0.9,9,0,306,1
EXP-03332,JAMUNDI,VIF,Juzgado_Penal_Municipal_2,2020,2.64,1.05,2,0,170,1
EXP-03333,FLORIDA,ALIMENTOS,Comisaria_1_Familia,2024,0.8,1.1,5,0,314,1
EXP-03334,PRADERA,ALIMENTOS,Juzgado_1_Familia,2021,0.72,1.35,2,0,288,0
EXP-03335,CALI,ALIMENTOS,Juzgado_1_Familia,2021,70.34,1.35,14,0,507,0
EXP-03336,ANDALUCIA,ALIMENTOS,Comisaria_1_Familia,2022,0.38,1.1,2,0,223,1
EXP-03337,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,11.54,1.05,2,0,314,1
EXP-03338,YUMBO,ALIMENTOS,Comisaria_1_Familia,2023,3.5,1.1,3,1,447,1
EXP-03339,SAN PEDRO,ALIMENTOS,Juzgado_1_Familia,2021,0.3,1.35,1,1,443,1
EXP-03340,ARGELIA,VIF,Juzgado_2_Familia,2022,0.2,1.2,8,0,284,1
EXP-03341,CALI,ALIMENTOS,Juzgado_1_Familia,2023,70.34,1.35,7,0,602,1
EXP-03342,BOLIVAR,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,0.2333333333333333,1.05,2,0,269,1
EXP-03343,JAMUNDI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,2.64,1.1,2,0,184,0
EXP-03344,BOLIVAR,VIF,Juzgado_3_Familia,2024,0.2333333333333333,0.95,4,0,205,1
EXP-03345,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,70.34,1.2,8,0,582,1
EXP-03346,JAMUNDI,SUSTANCIAS,Juzgado_3_Familia,2021,2.64,0.95,5,0,277,1
EXP-03347,OBANDO,VIF,Juzgado_2_Familia,2021,0.38,1.2,7,0,240,1
EXP-03348,LA CUMBRE,ALIMENTOS,Juzgado_1_Familia,2022,0.24,1.35,1,0,321,1
EXP-03349,TULUA,VIF,Juzgado_3_Familia,2024,3.34,0.95,1,0,164,1
EXP-03350,ANDALUCIA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,0.38,0.95,4,0,297,1
EXP-03351,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,3.34,1.2,4,0,379,1
EXP-03352,YUMBO,ALIMENTOS,Juzgado_1_Familia,2024,3.5,1.35,11,0,414,1
EXP-03353,TULUA,ALIMENTOS,Juzgado_2_Familia,2024,3.34,1.2,4,0,352,1
EXP-03354,EL CERRITO,VIF,Juzgado_Penal_Municipal_1,2023,1.1,1.25,3,0,200,0
EXP-03355,PRADERA,VIF,Comisaria_2_Familia,2021,0.72,0.9,1,0,108,0
EXP-03356,DAGUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2021,1.3666666666666665,1.05,10,1,491,1
EXP-03357,CANDELARIA,VIF,Juzgado_1_Familia,2024,3.08,1.35,6,0,345,1
EXP-03358,SEVILLA,ALIMENTOS,Comisaria_2_Familia,2020,1.62,0.9,2,0,222,1
EXP-03359,CAICEDONIA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,1.28,1.2,1,0,333,1
EXP-03360,ZARZAL,VIF,Comisaria_1_Familia,2024,1.12,1.1,4,0,109,0
EXP-03361,CALI,SUSTANCIAS,Comisaria_2_Familia,2022,70.34,0.9,1,0,393,1
EXP-03362,CARTAGO,VIF,Comisaria_1_Familia,2020,5.56,1.1,5,0,255,1
EXP-03363,CARTAGO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2020,5.56,1.05,1,1,463,1
EXP-03364,SIN_DATO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,2.2,1.25,3,1,546,1
EXP-03365,LA UNION,HURTO_PATRIMONIAL,Juzgado_1_Familia,2021,0.575,1.35,5,1,559,1
EXP-03366,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,5.56,1.25,1,1,419,1
EXP-03367,YUMBO,VIF,Juzgado_2_Familia,2021,3.5,1.2,1,0,200,1
EXP-03368,GUADALAJARA DE BUGA,VIF,Comisaria_2_Familia,2023,6.6,0.9,3,0,174,1
EXP-03369,LA UNION,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,0.575,1.2,8,1,519,1
EXP-03370,PALMIRA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,11.54,1.2,5,0,389,1
EXP-03371,CAICEDONIA,VIF,Juzgado_3_Familia,2021,1.28,0.95,1,0,188,1
EXP-03372,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,70.34,1.25,10,0,599,1
EXP-03373,TULUA,VIF,Juzgado_3_Familia,2021,3.34,0.95,2,0,180,1
EXP-03374,EL AGUILA,VIF,Juzgado_Penal_Municipal_2,2024,0.1666666666666666,1.05,4,0,210,1
EXP-03375,YUMBO,ALIMENTOS,Comisaria_2_Familia,2021,3.5,0.9,2,0,222,1
EXP-03376,CARTAGO,VIF,Juzgado_3_Familia,2023,5.56,0.95,6,0,113,0
EXP-03377,CALI,VIF,Juzgado_1_Familia,2024,70.34,1.35,5,0,466,1
EXP-03378,BOLIVAR,ALIMENTOS,Juzgado_1_Familia,2024,0.2333333333333333,1.35,1,0,175,0
EXP-03379,ANDALUCIA,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,0.38,1.25,3,0,322,1
EXP-03380,YUMBO,SUSTANCIAS,Juzgado_Penal_Municipal_2,2024,3.5,1.05,1,0,216,1
EXP-03381,CANDELARIA,SUSTANCIAS,Comisaria_2_Familia,2024,3.08,0.9,2,0,184,1
EXP-03382,ANDALUCIA,ALIMENTOS,Juzgado_1_Familia,2023,0.38,1.35,1,0,388,1
EXP-03383,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_2_Familia,2021,6.6,1.2,6,0,318,1
EXP-03384,YOTOCO,VIF,Juzgado_Penal_Municipal_2,2024,0.58,1.05,6,0,182,0
EXP-03385,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_2,2020,11.54,1.05,7,0,347,1
EXP-03386,JAMUNDI,VIF,Juzgado_1_Familia,2024,2.64,1.35,4,0,268,1
EXP-03387,JAMUNDI,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,2.64,1.25,1,0,289,1
EXP-03388,ROLDANILLO,VIF,Juzgado_3_Familia,2021,1.26,0.95,1,0,159,1
EXP-03389,SIN_DATO,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,2.2,1.05,6,0,302,1
EXP-03390,YOTOCO,VIF,Comisaria_2_Familia,2023,0.58,0.9,2,0,167,1
EXP-03391,SEVILLA,ALIMENTOS,Juzgado_3_Familia,2024,1.62,0.95,5,0,242,0
EXP-03392,CALI,ALIMENTOS,Juzgado_1_Familia,2021,70.34,1.35,2,0,339,0
EXP-03393,CARTAGO,ALIMENTOS,Juzgado_1_Familia,2023,5.56,1.35,7,0,391,1
EXP-03394,OBANDO,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,0.38,1.25,10,0,325,0
EXP-03395,BOLIVAR,VIF,Juzgado_Penal_Municipal_2,2022,0.2333333333333333,1.05,2,0,177,1
EXP-03396,BUENAVENTURA,SUSTANCIAS,Juzgado_1_Familia,2023,3.34,1.35,3,0,227,0
EXP-03397,ZARZAL,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,1.12,1.35,7,0,413,1
EXP-03398,GUACARI,ALIMENTOS,Juzgado_Penal_Municipal_2,2020,1.48,1.05,5,0,273,1
EXP-03399,PRADERA,SUSTANCIAS,Juzgado_Penal_Municipal_2,2020,0.72,1.05,18,0,334,1
EXP-03400,BUENAVENTURA,VIF,Juzgado_1_Familia,2024,3.34,1.35,6,0,294,1
EXP-03401,LA VICTORIA,SUSTANCIAS,Comisaria_1_Familia,2024,0.1666666666666666,1.1,7,0,273,1
EXP-03402,DAGUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,1.3666666666666665,1.05,3,1,451,1
EXP-03403,LA CUMBRE,SUSTANCIAS,Juzgado_3_Familia,2023,0.24,0.95,1,0,198,0
EXP-03404,PALMIRA,ALIMENTOS,Juzgado_2_Familia,2023,11.54,1.2,4,1,481,1
EXP-03405,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,70.34,1.2,1,1,686,1
EXP-03406,CANDELARIA,VIF,Juzgado_3_Familia,2023,3.08,0.95,9,0,209,1
EXP-03407,GUACARI,VIF,Juzgado_1_Familia,2024,1.48,1.35,5,0,154,0
EXP-03408,CALI,ALIMENTOS,Comisaria_1_Familia,2024,70.34,1.1,6,1,494,0
EXP-03409,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1,2022,70.34,1.25,8,0,557,1
EXP-03410,TRUJILLO,VIF,Juzgado_3_Familia,2024,0.225,0.95,8,0,224,1
EXP-03411,ANDALUCIA,VIF,Juzgado_Penal_Municipal_1,2024,0.38,1.25,5,0,248,1
EXP-03412,CARTAGO,VIF,Juzgado_3_Familia,2021,5.56,0.95,1,0,171,1
EXP-03413,TULUA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,3.34,1.35,12,1,673,1
EXP-03414,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,3.34,1.25,1,0,310,1
EXP-03415,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,70.34,1.05,1,0,449,1
EXP-03416,SIN_DATO,SUSTANCIAS,Juzgado_Penal_Municipal_1,2022,2.2,1.25,5,0,313,1
EXP-03417,ZARZAL,VIF,Juzgado_2_Familia,2024,1.12,1.2,4,0,264,1
EXP-03418,EL CERRITO,SUSTANCIAS,Juzgado_Penal_Municipal_1,2024,1.1,1.25,6,0,176,0
EXP-03419,CALI,VIF,Comisaria_1_Familia,2022,70.34,1.1,4,0,295,0
EXP-03420,CAICEDONIA,ALIMENTOS,Juzgado_3_Familia,2021,1.28,0.95,1,0,184,1
EXP-03421,CALI,VIF,Comisaria_1_Familia,2024,70.34,1.1,2,0,420,1
EXP-03422,PALMIRA,ALIMENTOS,Comisaria_1_Familia,2020,11.54,1.1,3,0,276,0
EXP-03423,CARTAGO,VIF,Juzgado_2_Familia,2022,5.56,1.2,1,0,159,0
EXP-03424,PALMIRA,ALIMENTOS,Comisaria_2_Familia,2024,11.54,0.9,2,1,339,1
EXP-03425,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_1_Familia,2024,6.6,1.1,2,0,220,0
EXP-03426,YUMBO,VIF,Comisaria_2_Familia,2023,3.5,0.9,4,0,126,0
EXP-03427,CALI,ALIMENTOS,Comisaria_1_Familia,2021,70.34,1.1,8,1,679,1
EXP-03428,LA UNION,VIF,Juzgado_Penal_Municipal_1,2023,0.575,1.25,1,0,221,1
EXP-03429,CALIMA,ALIMENTOS,Juzgado_3_Familia,2024,0.3199999999999999,0.95,1,1,245,0
EXP-03430,CARTAGO,VIF,Juzgado_Penal_Municipal_1,2020,5.56,1.25,3,0,262,1
EXP-03431,CALI,ALIMENTOS,Juzgado_2_Familia,2022,70.34,1.2,2,0,502,1
EXP-03432,CALI,VIF,Juzgado_Penal_Municipal_1,2021,70.34,1.25,1,0,443,1
EXP-03433,ROLDANILLO,VIF,Comisaria_2_Familia,2020,1.26,0.9,1,0,172,1
EXP-03434,PALMIRA,ALIMENTOS,Juzgado_3_Familia,2024,11.54,0.95,5,1,428,1
EXP-03435,CAICEDONIA,VIF,Comisaria_1_Familia,2023,1.28,1.1,5,0,233,1
EXP-03436,DAGUA,VIF,Juzgado_3_Familia,2022,1.3666666666666665,0.95,3,0,118,0
EXP-03437,PALMIRA,ALIMENTOS,Juzgado_2_Familia,2023,11.54,1.2,14,0,436,1
